term,recent_n,prior_n,share_prior_pct,share_recent_pct,growth_x,score
cell islet,652,899,0.374,0.358,1.0,-0.11
hepatocarcinogenesis,132,191,0.079,0.072,0.9,-0.11
affecting,78,116,0.048,0.043,0.9,-0.11
reproductive function,168,242,0.101,0.092,0.9,-0.11
science education,391,546,0.227,0.215,0.9,-0.11
discontinuous,72,108,0.045,0.04,0.9,-0.11
standard measure,323,453,0.188,0.177,0.9,-0.11
fingerprinting,63,95,0.04,0.035,0.9,-0.11
lysophosphatidylcholines,97,143,0.06,0.053,0.9,-0.11
lysosomal storage diseases,174,250,0.104,0.095,0.9,-0.11
storage diseases,174,250,0.104,0.095,0.9,-0.11
biology aging,644,888,0.37,0.353,1.0,-0.11
stat5,153,221,0.092,0.084,0.9,-0.11
displays,57,87,0.036,0.031,0.9,-0.11
membrane microdomains,254,358,0.149,0.139,0.9,-0.11
protein translocation,163,234,0.097,0.089,0.9,-0.11
protein-lysine 6-oxidase,90,134,0.056,0.049,0.9,-0.11
6-oxidase,90,134,0.056,0.049,0.9,-0.11
protein-lysine,90,134,0.056,0.049,0.9,-0.11
fatty-acid,73,110,0.046,0.04,0.9,-0.11
fatty-acid synthase,73,110,0.046,0.04,0.9,-0.11
chromosome fragile,43,67,0.028,0.024,0.8,-0.11
chromosome fragile sites,43,67,0.028,0.024,0.8,-0.11
fragile sites,43,67,0.028,0.024,0.8,-0.11
teachers,84,125,0.052,0.046,0.9,-0.11
vascular endothelium,660,910,0.379,0.362,1.0,-0.11
neurotensin,97,143,0.06,0.053,0.9,-0.11
cdna library,83,123,0.051,0.046,0.9,-0.11
isoprostanes,62,94,0.039,0.034,0.9,-0.11
hi-c,517,715,0.298,0.284,1.0,-0.11
tissue differentiation,188,269,0.112,0.103,0.9,-0.11
prednisone,108,158,0.066,0.059,0.9,-0.11
anakinra,178,254,0.106,0.098,0.9,-0.11
genomic commons,41,64,0.027,0.022,0.8,-0.11
blood coagulation,953,1304,0.543,0.523,1.0,-0.11
ganciclovir,83,124,0.052,0.046,0.9,-0.11
rana,222,315,0.131,0.122,0.9,-0.11
pore complex,362,507,0.211,0.199,0.9,-0.11
nuclear pore complex,362,507,0.211,0.199,0.9,-0.11
necrotic tissue,81,121,0.05,0.044,0.9,-0.11
practice-based,215,305,0.127,0.118,0.9,-0.11
multifunctional,70,105,0.044,0.038,0.9,-0.11
basophils,168,241,0.1,0.092,0.9,-0.11
host response,70,105,0.044,0.038,0.9,-0.11
ovarian tissue,81,121,0.05,0.044,0.9,-0.11
mitotic spindle,240,340,0.141,0.132,0.9,-0.11
seminal fluid,176,252,0.105,0.097,0.9,-0.11
psychosocial influences,85,126,0.052,0.047,0.9,-0.11
peptide analog,55,84,0.035,0.03,0.9,-0.11
rnai,40,63,0.026,0.022,0.8,-0.11
cerebral blood volume,64,97,0.04,0.035,0.9,-0.11
nanoparticle drug,104,153,0.064,0.057,0.9,-0.11
non-drug,202,288,0.12,0.111,0.9,-0.11
cyp2c19,48,74,0.031,0.026,0.9,-0.11
cyp2c19 gene,48,74,0.031,0.026,0.9,-0.11
markov chains,53,81,0.034,0.029,0.9,-0.11
exotoxins,46,71,0.03,0.025,0.9,-0.11
proteinase-activated receptors,50,77,0.032,0.027,0.9,-0.11
proteinase-activated,50,77,0.032,0.027,0.9,-0.11
tissue stress,46,71,0.03,0.025,0.9,-0.11
organ component,83,123,0.051,0.046,0.9,-0.11
acinus organ,83,123,0.051,0.046,0.9,-0.11
acinus organ component,83,123,0.051,0.046,0.9,-0.11
bioinformatics infrastructure,91,134,0.056,0.05,0.9,-0.11
anomaly,193,275,0.114,0.106,0.9,-0.11
social psychology,60,91,0.038,0.033,0.9,-0.11
bovis,76,114,0.047,0.042,0.9,-0.11
tree,51,79,0.033,0.028,0.9,-0.11
motors,266,375,0.156,0.146,0.9,-0.11
skin graft,76,114,0.047,0.042,0.9,-0.11
hydroxyl radical,206,294,0.122,0.113,0.9,-0.11
dipeptidyl peptidases,58,88,0.037,0.032,0.9,-0.11
dipeptidyl,58,88,0.037,0.032,0.9,-0.11
adenylate,401,559,0.233,0.22,0.9,-0.11
macular,946,1295,0.539,0.519,1.0,-0.11
medical marijuana,142,206,0.086,0.078,0.9,-0.11
maternal obesity,188,268,0.112,0.103,0.9,-0.11
stereochemistry,108,159,0.066,0.059,0.9,-0.11
enterococcus faecalis,130,189,0.079,0.071,0.9,-0.11
faecalis,130,189,0.079,0.071,0.9,-0.11
procedure safety,57,87,0.036,0.031,0.9,-0.11
transistors,47,73,0.03,0.026,0.8,-0.11
myocardial perfusion,118,172,0.072,0.065,0.9,-0.11
oxidized,244,346,0.144,0.134,0.9,-0.11
male genital,44,69,0.029,0.024,0.8,-0.11
genital organs,44,69,0.029,0.024,0.8,-0.11
male genital organs,44,69,0.029,0.024,0.8,-0.11
organic acid,45,70,0.029,0.025,0.8,-0.11
malaria infection,371,517,0.215,0.204,0.9,-0.11
immature,53,81,0.034,0.029,0.9,-0.11
browser,89,132,0.055,0.049,0.9,-0.11
coat,47,73,0.03,0.026,0.8,-0.11
neurosensory,92,136,0.057,0.05,0.9,-0.11
supination,73,109,0.045,0.04,0.9,-0.11
inflammatory arthritis,178,254,0.106,0.098,0.9,-0.11
granule cell,317,445,0.185,0.174,0.9,-0.11
long short,41,64,0.027,0.022,0.8,-0.11
long short term,41,64,0.027,0.022,0.8,-0.11
dopamine transporter,166,239,0.099,0.091,0.9,-0.11
chaperone,84,125,0.052,0.046,0.9,-0.11
secretory vesicles,158,228,0.095,0.087,0.9,-0.11
wakefulness,361,504,0.21,0.198,0.9,-0.11
oculomotor,212,302,0.126,0.116,0.9,-0.11
domestic,255,361,0.15,0.14,0.9,-0.11
immunochemistry,59,90,0.037,0.032,0.9,-0.11
cell delivery,55,84,0.035,0.03,0.9,-0.11
birth records,81,121,0.05,0.044,0.9,-0.11
starch,88,131,0.055,0.048,0.9,-0.11
human rights,90,133,0.055,0.049,0.9,-0.11
myasthenia,61,93,0.039,0.033,0.9,-0.11
myasthenia gravis,53,81,0.034,0.029,0.9,-0.11
mitochondrial function,83,124,0.052,0.046,0.9,-0.11
steel,78,117,0.049,0.043,0.9,-0.11
type secretion,284,399,0.166,0.156,0.9,-0.11
neural retina,140,202,0.084,0.077,0.9,-0.11
porphyromonas gingivalis,151,217,0.09,0.083,0.9,-0.11
gingivalis,151,217,0.09,0.083,0.9,-0.11
osteopenia,114,167,0.069,0.063,0.9,-0.11
influenza outbreak,44,69,0.029,0.024,0.8,-0.11
atherosclerosis communities,210,299,0.124,0.115,0.9,-0.11
restriction enzyme,49,76,0.032,0.027,0.9,-0.11
defeat,144,208,0.087,0.079,0.9,-0.11
apache,56,86,0.036,0.031,0.9,-0.11
charcot-marie-tooth disease,119,174,0.072,0.065,0.9,-0.11
charcot-marie-tooth,119,174,0.072,0.065,0.9,-0.11
breastfed,105,154,0.064,0.058,0.9,-0.11
derivatives,40,63,0.026,0.022,0.8,-0.11
papilla,103,151,0.063,0.057,0.9,-0.11
deconditioning,52,80,0.033,0.029,0.9,-0.11
reversible,59,90,0.037,0.032,0.9,-0.11
parvum,43,67,0.028,0.024,0.8,-0.11
pattern formation,120,175,0.073,0.066,0.9,-0.11
myosin light,98,144,0.06,0.054,0.9,-0.11
myosin light chain,61,93,0.039,0.033,0.9,-0.11
apical membrane,171,246,0.102,0.094,0.9,-0.11
methyl ester,45,70,0.029,0.025,0.8,-0.11
trabecular,182,261,0.109,0.1,0.9,-0.11
retinal nerve,98,145,0.06,0.054,0.9,-0.11
nerve fiber,109,159,0.066,0.06,0.9,-0.11
nerve fiber layer,98,144,0.06,0.054,0.9,-0.11
fiber layer,98,144,0.06,0.054,0.9,-0.11
geniculate,172,247,0.103,0.094,0.9,-0.11
optic nerve injuries,96,141,0.059,0.053,0.9,-0.11
alkalies,51,79,0.033,0.028,0.9,-0.11
lens fiber,41,64,0.027,0.022,0.8,-0.11
dyslexia,167,240,0.1,0.092,0.9,-0.11
regenerative therapy,550,759,0.316,0.302,1.0,-0.11
cones,126,183,0.076,0.069,0.9,-0.11
face processing,56,86,0.036,0.031,0.9,-0.11
glutamate transporter,202,288,0.12,0.111,0.9,-0.11
mental state,228,324,0.135,0.125,0.9,-0.11
fragile syndrome,405,563,0.234,0.222,0.9,-0.11
intervertebral disk,118,172,0.072,0.065,0.9,-0.11
intervertebral disk degeneration,118,172,0.072,0.065,0.9,-0.11
disk degeneration,118,172,0.072,0.065,0.9,-0.11
infarctions,77,115,0.048,0.042,0.9,-0.11
limb prosthesis,65,98,0.041,0.036,0.9,-0.11
ischemic brain,136,197,0.082,0.075,0.9,-0.11
pyruvaldehyde,63,96,0.04,0.035,0.9,-0.11
oxide synthase type,83,123,0.051,0.046,0.9,-0.11
synthase type,83,123,0.051,0.046,0.9,-0.11
synaptic cleft,123,179,0.074,0.067,0.9,-0.11
prenatal stress,113,166,0.069,0.062,0.9,-0.11
fibrosis airway,94,139,0.058,0.052,0.9,-0.11
cystic fibrosis airway,94,139,0.058,0.052,0.9,-0.11
cardiac surgery procedures,355,496,0.206,0.195,0.9,-0.11
cardiac surgery,356,497,0.207,0.195,0.9,-0.11
surgery procedures,357,498,0.207,0.196,0.9,-0.11
systemic blood pressure,66,100,0.042,0.036,0.9,-0.11
systemic blood,66,100,0.042,0.036,0.9,-0.11
cardiologist,41,64,0.027,0.022,0.8,-0.11
pediatric cardiologist,41,64,0.027,0.022,0.8,-0.11
claudication,63,96,0.04,0.035,0.9,-0.11
intraventricular pressure,85,127,0.053,0.047,0.9,-0.11
physiologic intraventricular pressure,85,127,0.053,0.047,0.9,-0.11
physiologic intraventricular,85,127,0.053,0.047,0.9,-0.11
vein thrombosis,117,171,0.071,0.064,0.9,-0.11
ventilator-induced,71,107,0.045,0.039,0.9,-0.11
negative emotional,86,128,0.053,0.047,0.9,-0.11
negative emotional state,86,128,0.053,0.047,0.9,-0.11
tibialis anterior muscle,54,83,0.035,0.03,0.9,-0.11
anterior muscle,54,83,0.035,0.03,0.9,-0.11
tibialis,54,83,0.035,0.03,0.9,-0.11
tibialis anterior,54,83,0.035,0.03,0.9,-0.11
orofacial cleft,85,126,0.052,0.047,0.9,-0.11
neonatal brain injury,81,121,0.05,0.044,0.9,-0.11
contusions,176,253,0.105,0.097,0.9,-0.11
dense core vesicle,43,67,0.028,0.024,0.8,-0.11
dense core,43,67,0.028,0.024,0.8,-0.11
core vesicle,43,67,0.028,0.024,0.8,-0.11
fetal blood,66,100,0.042,0.036,0.9,-0.11
asic channel,43,67,0.028,0.024,0.8,-0.11
rhinovirus infection,62,94,0.039,0.034,0.9,-0.11
bacterial physiology,178,255,0.106,0.098,0.9,-0.11
antigenic diversity,63,96,0.04,0.035,0.9,-0.11
intercourse,46,71,0.03,0.025,0.9,-0.11
congenital megacolon,54,83,0.035,0.03,0.9,-0.11
disabled children,52,80,0.033,0.029,0.9,-0.11
head injuries,40,63,0.026,0.022,0.8,-0.11
asymptomatic alzheimer disease,47,73,0.03,0.026,0.8,-0.11
asymptomatic alzheimer,47,73,0.03,0.026,0.8,-0.11
psychobiology,45,70,0.029,0.025,0.8,-0.11
hiv-associated neurocognitive,346,483,0.201,0.19,0.9,-0.11
hiv-associated neurocognitive disorder,346,483,0.201,0.19,0.9,-0.11
roybal,57,87,0.036,0.031,0.9,-0.11
neurotic,62,94,0.039,0.034,0.9,-0.11
neurotic disorders,62,94,0.039,0.034,0.9,-0.11
anesthetic,91,134,0.056,0.05,0.9,-0.11
tissue consortium,44,69,0.029,0.024,0.8,-0.11
oxidopamine,81,121,0.05,0.044,0.9,-0.11
psychiatric epidemiology,40,63,0.026,0.022,0.8,-0.11
euphoria,55,84,0.035,0.03,0.9,-0.11
lipoarabinomannan,41,64,0.027,0.022,0.8,-0.11
venezuelan equine encephalitis,57,87,0.036,0.031,0.9,-0.11
enterotoxigenic escherichia coli,60,91,0.038,0.033,0.9,-0.11
enterotoxigenic escherichia,60,91,0.038,0.033,0.9,-0.11
niaid,97,143,0.06,0.053,0.9,-0.11
intractable pain,49,76,0.032,0.027,0.9,-0.11
craniofacial tissue,67,101,0.042,0.037,0.9,-0.11
children autism,44,69,0.029,0.024,0.8,-0.11
organic pollutants,68,103,0.043,0.037,0.9,-0.11
bladder pain,44,69,0.029,0.024,0.8,-0.11
prostate cancer cell,618,856,0.356,0.339,1.0,-0.12
methyltransferase,1398,1906,0.793,0.767,1.0,-0.12
drug response,150,219,0.091,0.082,0.9,-0.12
catalytic domain,932,1278,0.532,0.511,1.0,-0.12
carcinoma,7993,10681,4.444,4.386,1.0,-0.12
assay,33131,43986,18.303,18.18,1.0,-0.12
inherited,4059,5453,2.269,2.227,1.0,-0.12
penetrance,928,1271,0.529,0.509,1.0,-0.12
predicting response,1563,2125,0.884,0.858,1.0,-0.12
initiating cell,65,100,0.042,0.036,0.9,-0.12
national cancer institute,1621,2204,0.917,0.889,1.0,-0.12
manuscripts,4649,6243,2.598,2.551,1.0,-0.12
cancer institute,2256,3050,1.269,1.238,1.0,-0.12
human tissue,3007,4055,1.687,1.65,1.0,-0.12
cross reactivity,851,1168,0.486,0.467,1.0,-0.12
receptor genes,88,132,0.055,0.048,0.9,-0.12
clinical testing,2742,3701,1.54,1.505,1.0,-0.12
barrett,154,224,0.093,0.085,0.9,-0.12
gene function,1850,2508,1.044,1.015,1.0,-0.12
route,4242,5695,2.37,2.328,1.0,-0.12
philosophy,7798,10421,4.336,4.279,1.0,-0.12
platinum,555,770,0.32,0.305,1.0,-0.12
g-protein-coupled,2156,2916,1.213,1.183,1.0,-0.12
sphingomyelins,142,207,0.086,0.078,0.9,-0.12
glioma,1556,2116,0.88,0.854,1.0,-0.12
osteolysis,56,87,0.036,0.031,0.8,-0.12
genotoxic stress,234,333,0.139,0.128,0.9,-0.12
literature,9842,13135,5.466,5.4,1.0,-0.12
contrast,1614,2191,0.912,0.886,1.0,-0.12
plasma mass,189,271,0.113,0.104,0.9,-0.12
vivo monitoring,214,307,0.128,0.117,0.9,-0.12
coupled plasma mass,189,271,0.113,0.104,0.9,-0.12
inductively coupled,189,271,0.113,0.104,0.9,-0.12
inductively,189,271,0.113,0.104,0.9,-0.12
coupled plasma,189,271,0.113,0.104,0.9,-0.12
inductively coupled plasma,189,271,0.113,0.104,0.9,-0.12
underserved community,1030,1409,0.586,0.565,1.0,-0.12
molecular diagnosis,227,325,0.135,0.125,0.9,-0.12
properties,2679,3615,1.504,1.47,1.0,-0.12
transformation,1334,1818,0.756,0.732,1.0,-0.12
pulse,2751,3714,1.545,1.51,1.0,-0.12
liver fibrosis,678,937,0.39,0.372,1.0,-0.12
antiplatelet drugs,75,113,0.047,0.041,0.9,-0.12
carboplatin,154,224,0.093,0.085,0.9,-0.12
protein phosphatase,550,764,0.318,0.302,0.9,-0.12
phosphoric,1354,1843,0.767,0.743,1.0,-0.12
scid mouse,40,64,0.027,0.022,0.8,-0.12
laminin,220,314,0.131,0.121,0.9,-0.12
activated protein kinase,450,627,0.261,0.247,0.9,-0.12
states resources services,134,196,0.082,0.074,0.9,-0.12
resources services administration,134,196,0.082,0.074,0.9,-0.12
polyposis,107,159,0.066,0.059,0.9,-0.12
block,229,327,0.136,0.126,0.9,-0.12
personalized immunotherapy,124,182,0.076,0.068,0.9,-0.12
tobacco product,95,142,0.059,0.052,0.9,-0.12
termination,332,468,0.195,0.182,0.9,-0.12
material transfer agreement,170,246,0.102,0.093,0.9,-0.12
material transfer,170,246,0.102,0.093,0.9,-0.12
light scattering,318,449,0.187,0.174,0.9,-0.12
dissemination implementation,1129,1543,0.642,0.62,1.0,-0.12
pdl1 inhibitors,75,114,0.047,0.041,0.9,-0.12
transitional,208,298,0.124,0.114,0.9,-0.12
ureter,53,83,0.035,0.029,0.8,-0.12
gonadal,1243,1698,0.707,0.682,1.0,-0.12
immunoglobulins,1099,1504,0.626,0.603,1.0,-0.12
population projection,57,88,0.037,0.031,0.9,-0.12
detection limit,591,820,0.341,0.324,1.0,-0.12
pain reduction,631,873,0.363,0.346,1.0,-0.12
alternative treatment,555,770,0.32,0.305,1.0,-0.12
primate,3927,5280,2.197,2.155,1.0,-0.12
manganese,288,408,0.17,0.158,0.9,-0.12
cell tissue,40,64,0.027,0.022,0.8,-0.12
division cancer prevention,58,90,0.037,0.032,0.9,-0.12
cytotoxic t-lymphocytes,1076,1473,0.613,0.59,1.0,-0.12
mediators,1775,2408,1.002,0.974,1.0,-0.12
spectrometer,383,536,0.223,0.21,0.9,-0.12
implementation facilitation,387,543,0.226,0.212,0.9,-0.12
ptpn6,54,84,0.035,0.03,0.8,-0.12
ptpn6 gene,54,84,0.035,0.03,0.8,-0.12
gadolinium,292,414,0.172,0.16,0.9,-0.12
aqueous,823,1130,0.47,0.452,1.0,-0.12
reduce tobacco,114,169,0.07,0.063,0.9,-0.12
vitamin receptor,82,124,0.052,0.045,0.9,-0.12
gene environment interaction,751,1035,0.431,0.412,1.0,-0.12
gene environment,754,1038,0.432,0.414,1.0,-0.12
substrate specificity,497,691,0.288,0.273,0.9,-0.12
preconditioning,232,330,0.137,0.127,0.9,-0.12
process measure,247,351,0.146,0.136,0.9,-0.12
operations,544,754,0.314,0.299,1.0,-0.12
locales,189,272,0.113,0.104,0.9,-0.12
normal microbiota,55,85,0.035,0.03,0.9,-0.12
pamphlets,240,341,0.142,0.132,0.9,-0.12
antibody conjugate,227,325,0.135,0.125,0.9,-0.12
small-molecule,60,92,0.038,0.033,0.9,-0.12
interface,1354,1846,0.768,0.743,1.0,-0.12
intraductal,100,148,0.062,0.055,0.9,-0.12
vascular endothelial,1796,2434,1.013,0.985,1.0,-0.12
xenopus,420,587,0.244,0.23,0.9,-0.12
casp3 gene,308,435,0.181,0.169,0.9,-0.12
casp3,308,435,0.181,0.169,0.9,-0.12
depressive disorder,1414,1924,0.801,0.776,1.0,-0.12
iron oxide nanoparticle,97,144,0.06,0.053,0.9,-0.12
prior therapy,136,199,0.083,0.075,0.9,-0.12
computer-aided,68,104,0.043,0.037,0.9,-0.12
polyubiquitination,125,184,0.077,0.069,0.9,-0.12
pigmentation,192,276,0.115,0.105,0.9,-0.12
physiological processes,1565,2126,0.885,0.859,1.0,-0.12
retinoids,176,255,0.106,0.097,0.9,-0.12
chronic pancreatitis,185,267,0.111,0.102,0.9,-0.12
hereditary nonpolyposis colorectal,114,169,0.07,0.063,0.9,-0.12
nonpolyposis colorectal neoplasms,114,169,0.07,0.063,0.9,-0.12
nonpolyposis colorectal,114,169,0.07,0.063,0.9,-0.12
nonpolyposis,114,169,0.07,0.063,0.9,-0.12
hereditary nonpolyposis,114,169,0.07,0.063,0.9,-0.12
genetic counseling,373,524,0.218,0.205,0.9,-0.12
txnip gene,44,70,0.029,0.024,0.8,-0.12
txnip,44,70,0.029,0.024,0.8,-0.12
leukocyte trafficking,89,133,0.055,0.049,0.9,-0.12
private practice,58,90,0.037,0.032,0.9,-0.12
nicotine delivery systems,164,238,0.099,0.09,0.9,-0.12
chek2 gene,82,124,0.052,0.045,0.9,-0.12
chek2,82,124,0.052,0.045,0.9,-0.12
short-term memory,1391,1893,0.788,0.763,1.0,-0.12
striatum,2429,3283,1.366,1.333,1.0,-0.12
patient-derived xenograft,174,252,0.105,0.095,0.9,-0.12
replicon,91,136,0.057,0.05,0.9,-0.12
immunotherapy trials,158,229,0.095,0.087,0.9,-0.12
reperfusion,1258,1716,0.714,0.69,1.0,-0.12
hct116 cells,61,94,0.039,0.033,0.9,-0.12
hct116,61,94,0.039,0.033,0.9,-0.12
atomic,492,685,0.285,0.27,0.9,-0.12
force microscopy,460,641,0.267,0.252,0.9,-0.12
nanosized,136,198,0.082,0.075,0.9,-0.12
vaccine candidate,1176,1608,0.669,0.645,1.0,-0.12
spinal cord diseases,54,84,0.035,0.03,0.8,-0.12
cord diseases,54,84,0.035,0.03,0.8,-0.12
stoichiometry,582,808,0.336,0.319,0.9,-0.12
bladder diseases,41,65,0.027,0.022,0.8,-0.12
dense,80,121,0.05,0.044,0.9,-0.12
distinguished,60,93,0.039,0.033,0.9,-0.12
distinguished professor,60,93,0.039,0.033,0.9,-0.12
sister,615,850,0.354,0.337,1.0,-0.12
aberrations,79,119,0.05,0.043,0.9,-0.12
nebraska,325,458,0.191,0.178,0.9,-0.12
inflammatory responses,46,72,0.03,0.025,0.8,-0.12
berlin,62,95,0.04,0.034,0.9,-0.12
symptom treatment,503,701,0.292,0.276,0.9,-0.12
dna-dependent protein,95,142,0.059,0.052,0.9,-0.12
dna-dependent protein kinase,95,142,0.059,0.052,0.9,-0.12
offices,111,164,0.068,0.061,0.9,-0.12
post-transcriptional regulation,832,1142,0.475,0.457,1.0,-0.12
repetitive sequence,306,433,0.18,0.168,0.9,-0.12
alliance,133,194,0.081,0.073,0.9,-0.12
trim,112,165,0.069,0.061,0.9,-0.12
endoglin,49,77,0.032,0.027,0.8,-0.12
modelings,347,488,0.203,0.19,0.9,-0.12
drug modelings,347,488,0.203,0.19,0.9,-0.12
human genome sequencing,91,136,0.057,0.05,0.9,-0.12
lentiviral-mediated,46,72,0.03,0.025,0.8,-0.12
myosin atpase,537,747,0.311,0.295,0.9,-0.12
role regulation,48,75,0.031,0.026,0.8,-0.12
peroxidases,285,404,0.168,0.156,0.9,-0.12
listeria monocytogenes,151,220,0.092,0.083,0.9,-0.12
monocytogenes,151,220,0.092,0.083,0.9,-0.12
adrenergic antagonists,57,88,0.037,0.031,0.9,-0.12
rad52 gene,55,85,0.035,0.03,0.9,-0.12
rad52,55,85,0.035,0.03,0.9,-0.12
importance,45,71,0.03,0.025,0.8,-0.12
inbreeding,353,495,0.206,0.194,0.9,-0.12
nervous system trauma,691,955,0.397,0.379,1.0,-0.12
system trauma,693,958,0.399,0.38,1.0,-0.12
radiofrequency interstitial ablation,72,109,0.045,0.04,0.9,-0.12
radiofrequency interstitial,72,109,0.045,0.04,0.9,-0.12
interstitial ablation,72,109,0.045,0.04,0.9,-0.12
capsid proteins,373,523,0.218,0.205,0.9,-0.12
beta cell islet,631,873,0.363,0.346,1.0,-0.12
structure beta,631,873,0.363,0.346,1.0,-0.12
structure beta cell,631,873,0.363,0.346,1.0,-0.12
sphk1 enzyme,43,68,0.028,0.024,0.8,-0.12
sphk1,43,68,0.028,0.024,0.8,-0.12
active duty,51,80,0.033,0.028,0.8,-0.12
dose fractionation,44,70,0.029,0.024,0.8,-0.12
gastrointestinal hemorrhage,69,105,0.044,0.038,0.9,-0.12
plasmonics,89,134,0.056,0.049,0.9,-0.12
lysosomal storage,176,255,0.106,0.097,0.9,-0.12
cathepsins,203,291,0.121,0.111,0.9,-0.12
genetic determinants,62,95,0.04,0.034,0.9,-0.12
opa1 gene,60,93,0.039,0.033,0.9,-0.12
ribonucleases,337,475,0.198,0.185,0.9,-0.12
completed,67,102,0.042,0.037,0.9,-0.12
completed suicide,65,100,0.042,0.036,0.9,-0.12
bradycardia,97,144,0.06,0.053,0.9,-0.12
attention deficit,1141,1559,0.649,0.626,1.0,-0.12
breast tumorigenesis,72,110,0.046,0.04,0.9,-0.12
dehydration,275,390,0.162,0.151,0.9,-0.12
informal learning,60,93,0.039,0.033,0.9,-0.12
atorvastatin,64,98,0.041,0.035,0.9,-0.12
cadherins,279,395,0.164,0.153,0.9,-0.12
bioethics consultants,78,118,0.049,0.043,0.9,-0.12
cell signaling,179,259,0.108,0.098,0.9,-0.12
third generation sequencing,40,64,0.027,0.022,0.8,-0.12
emotional reaction,44,70,0.029,0.024,0.8,-0.12
salt diet,100,148,0.062,0.055,0.9,-0.12
matter damage,102,151,0.063,0.056,0.9,-0.12
white matter damage,102,151,0.063,0.056,0.9,-0.12
visual fields,349,491,0.204,0.192,0.9,-0.12
dorsal horn,155,225,0.094,0.085,0.9,-0.12
attack,193,277,0.115,0.106,0.9,-0.12
stem cell engraftment,94,140,0.058,0.052,0.9,-0.12
thymidine,118,174,0.072,0.065,0.9,-0.12
animal housing,100,148,0.062,0.055,0.9,-0.12
exercise adherence,49,77,0.032,0.027,0.8,-0.12
societal costs,474,659,0.274,0.26,0.9,-0.12
interdisciplinary communication,63,97,0.04,0.035,0.9,-0.12
imaging communications medicine,74,112,0.047,0.041,0.9,-0.12
imaging communications,74,112,0.047,0.041,0.9,-0.12
communications medicine,74,112,0.047,0.041,0.9,-0.12
digital imaging communications,74,112,0.047,0.041,0.9,-0.12
adolescent obesity,117,172,0.072,0.064,0.9,-0.12
metabotropic,224,321,0.134,0.123,0.9,-0.12
trip,67,102,0.042,0.037,0.9,-0.12
quantify,54,84,0.035,0.03,0.8,-0.12
natural products chemistry,74,112,0.047,0.041,0.9,-0.12
products chemistry,74,112,0.047,0.041,0.9,-0.12
knowledge discovery,87,131,0.055,0.048,0.9,-0.12
ethylene,151,219,0.091,0.083,0.9,-0.12
pain quality,47,74,0.031,0.026,0.8,-0.12
shift assay,112,166,0.069,0.061,0.9,-0.12
mobility shift,112,166,0.069,0.061,0.9,-0.12
mobility shift assay,112,166,0.069,0.061,0.9,-0.12
proton pump inhibitors,69,105,0.044,0.038,0.9,-0.12
secondary immunization,97,144,0.06,0.053,0.9,-0.12
information networks,120,176,0.073,0.066,0.9,-0.12
neurobehavioral manifestations,619,857,0.357,0.34,1.0,-0.12
deliver,43,68,0.028,0.024,0.8,-0.12
anastomosis action,111,164,0.068,0.061,0.9,-0.12
antagonism,66,101,0.042,0.036,0.9,-0.12
coronavirus spike protein,67,102,0.042,0.037,0.9,-0.12
coronavirus spike,67,102,0.042,0.037,0.9,-0.12
viral entry inhibitor,56,87,0.036,0.031,0.8,-0.12
calcium-sensing,48,75,0.031,0.026,0.8,-0.12
quantifying,178,256,0.107,0.098,0.9,-0.12
protein coupled receptor,98,146,0.061,0.054,0.9,-0.12
marriage,228,325,0.135,0.125,0.9,-0.12
chromophore,151,220,0.092,0.083,0.9,-0.12
regulatory cells,96,143,0.06,0.053,0.9,-0.12
council,120,177,0.074,0.066,0.9,-0.12
plant resins,117,173,0.072,0.064,0.9,-0.12
vibrissae,197,282,0.117,0.108,0.9,-0.12
rica,55,85,0.035,0.03,0.9,-0.12
costa rica,55,85,0.035,0.03,0.9,-0.12
chiroptera,244,347,0.144,0.134,0.9,-0.12
thrombus,442,617,0.257,0.243,0.9,-0.12
peroxiredoxin,47,74,0.031,0.026,0.8,-0.12
young women,72,109,0.045,0.04,0.9,-0.12
substance abuse prevention,46,72,0.03,0.025,0.8,-0.12
personal protective,58,89,0.037,0.032,0.9,-0.12
personal protective equipment,58,89,0.037,0.032,0.9,-0.12
protective equipment,58,89,0.037,0.032,0.9,-0.12
trypanosoma,223,319,0.133,0.122,0.9,-0.12
rabies virus,164,238,0.099,0.09,0.9,-0.12
parkin,154,223,0.093,0.085,0.9,-0.12
enzyme mechanism,129,189,0.079,0.071,0.9,-0.12
incorporating,45,71,0.03,0.025,0.8,-0.12
ambulatory blood pressure,94,141,0.059,0.052,0.9,-0.12
ambulatory blood,94,141,0.059,0.052,0.9,-0.12
sexuality,125,183,0.076,0.069,0.9,-0.12
hla-drb1,41,65,0.027,0.022,0.8,-0.12
fractals,40,64,0.027,0.022,0.8,-0.12
locomotor,159,231,0.096,0.087,0.9,-0.12
bariatrics,52,81,0.034,0.029,0.8,-0.12
thrombogenesis,117,172,0.072,0.064,0.9,-0.12
bone healing,213,306,0.127,0.117,0.9,-0.12
membrane attack,65,100,0.042,0.036,0.9,-0.12
membrane attack complex,65,100,0.042,0.036,0.9,-0.12
complement membrane attack,65,100,0.042,0.036,0.9,-0.12
attack complex,65,100,0.042,0.036,0.9,-0.12
complement membrane,65,100,0.042,0.036,0.9,-0.12
fetal growth retardation,430,602,0.25,0.236,0.9,-0.12
growth retardation,430,602,0.25,0.236,0.9,-0.12
