term,recent_n,prior_n,share_prior_pct,share_recent_pct,growth_x,score
prostaglandin receptor,41,65,0.027,0.022,0.8,-0.12
secretion system,278,395,0.164,0.153,0.9,-0.12
sulfides,76,115,0.048,0.042,0.9,-0.12
glucose transport,114,168,0.07,0.063,0.9,-0.12
switch genes,72,110,0.046,0.04,0.9,-0.12
expiratory volume function,45,71,0.03,0.025,0.8,-0.12
volume function,45,71,0.03,0.025,0.8,-0.12
isometric,120,176,0.073,0.066,0.9,-0.12
dietary salt,82,123,0.051,0.045,0.9,-0.12
severe injury,335,472,0.196,0.184,0.9,-0.12
regeneration function,143,209,0.087,0.078,0.9,-0.12
irak1 gene,41,65,0.027,0.022,0.8,-0.12
irak1,41,65,0.027,0.022,0.8,-0.12
reparative process,44,70,0.029,0.024,0.8,-0.12
viral gene delivery,48,75,0.031,0.026,0.8,-0.12
tutoring,87,131,0.055,0.048,0.9,-0.12
cognitive reserve,202,290,0.121,0.111,0.9,-0.12
basal ganglia,834,1148,0.478,0.458,1.0,-0.12
ccmf,43,68,0.028,0.024,0.8,-0.12
ccmf allocation,41,65,0.027,0.022,0.8,-0.12
transparency,57,88,0.037,0.031,0.9,-0.12
macular edema,111,164,0.068,0.061,0.9,-0.12
anterograde transport,48,75,0.031,0.026,0.8,-0.12
twins,127,186,0.077,0.07,0.9,-0.12
circadian desynchrony,161,233,0.097,0.088,0.9,-0.12
desynchrony,161,233,0.097,0.088,0.9,-0.12
motion perception,53,82,0.034,0.029,0.9,-0.12
axonal transport,247,351,0.146,0.136,0.9,-0.12
crcns,151,219,0.091,0.083,0.9,-0.12
perinatal brain,67,102,0.042,0.037,0.9,-0.12
neonatal brain,216,309,0.129,0.119,0.9,-0.12
psychoacoustics,46,72,0.03,0.025,0.8,-0.12
permease,42,67,0.028,0.023,0.8,-0.12
electron diffraction,68,104,0.043,0.037,0.9,-0.12
graphene,77,116,0.048,0.042,0.9,-0.12
tissue frame,40,64,0.027,0.022,0.8,-0.12
function recovery,69,105,0.044,0.038,0.9,-0.12
emotional disorder,100,149,0.062,0.055,0.9,-0.12
drosophila genome,51,80,0.033,0.028,0.8,-0.12
cerebral artery,362,509,0.212,0.199,0.9,-0.12
maternal separation,45,71,0.03,0.025,0.8,-0.12
hypoglycemic,52,81,0.034,0.029,0.8,-0.12
wheelchairs,105,155,0.064,0.058,0.9,-0.12
surface liquid,66,101,0.042,0.036,0.9,-0.12
airway surface liquid,66,101,0.042,0.036,0.9,-0.12
antiatherogenic,53,82,0.034,0.029,0.9,-0.12
limb ischemia,130,191,0.079,0.071,0.9,-0.12
diaphragmatic,56,87,0.036,0.031,0.8,-0.12
muscle cell proliferation,70,107,0.045,0.038,0.9,-0.12
branchial arch,48,75,0.031,0.026,0.8,-0.12
arch structure,49,77,0.032,0.027,0.8,-0.12
branchial arch structure,48,75,0.031,0.026,0.8,-0.12
branchial,48,75,0.031,0.026,0.8,-0.12
pulse pressure,81,122,0.051,0.044,0.9,-0.12
paternal,100,149,0.062,0.055,0.9,-0.12
willebrand disease,59,91,0.038,0.032,0.9,-0.12
intracranial aneurysm,54,84,0.035,0.03,0.8,-0.12
virus strain,236,336,0.14,0.129,0.9,-0.12
influenza virus strain,236,336,0.14,0.129,0.9,-0.12
psychogenetics,143,208,0.087,0.078,0.9,-0.12
limbic system,164,237,0.099,0.09,0.9,-0.12
actinin,40,64,0.027,0.022,0.8,-0.12
efavirenz,69,105,0.044,0.038,0.9,-0.12
dust mite,46,72,0.03,0.025,0.8,-0.12
wistar rats,50,78,0.032,0.027,0.8,-0.12
pituitary gonadal axis,68,104,0.043,0.037,0.9,-0.12
pituitary gonadal,68,104,0.043,0.037,0.9,-0.12
gonadal axis,68,104,0.043,0.037,0.9,-0.12
surrogate decision,49,77,0.032,0.027,0.8,-0.12
extensor,110,162,0.067,0.06,0.9,-0.12
normal hearing,322,453,0.188,0.177,0.9,-0.12
network clinical site,61,94,0.039,0.033,0.9,-0.12
forcible,45,71,0.03,0.025,0.8,-0.12
forcible intercourse,45,71,0.03,0.025,0.8,-0.12
megacolon,75,113,0.047,0.041,0.9,-0.12
father,40,64,0.027,0.022,0.8,-0.12
postsynaptic membrane,64,98,0.041,0.035,0.9,-0.12
aggression,91,136,0.057,0.05,0.9,-0.12
parkinson dementia,196,281,0.117,0.108,0.9,-0.12
pars,140,204,0.085,0.077,0.9,-0.12
facioscapulohumeral muscular dystrophy,58,90,0.037,0.032,0.9,-0.12
facioscapulohumeral muscular,58,90,0.037,0.032,0.9,-0.12
anti social,44,70,0.029,0.024,0.8,-0.12
hemiparesis,54,84,0.035,0.03,0.8,-0.12
orthotic devices,48,75,0.031,0.026,0.8,-0.12
orthotic,48,75,0.031,0.026,0.8,-0.12
physical assault,40,64,0.027,0.022,0.8,-0.12
hemorrhagic fever virus,65,100,0.042,0.036,0.9,-0.12
ixodes,70,106,0.044,0.038,0.9,-0.12
female worker,54,84,0.035,0.03,0.8,-0.12
incisor,65,100,0.042,0.036,0.9,-0.12
enamel formation,43,68,0.028,0.024,0.8,-0.12
illicit opioid,194,278,0.116,0.106,0.9,-0.12
people inject drugs,59,91,0.038,0.032,0.9,-0.12
first episode,128,187,0.078,0.07,0.9,-0.12
hazardous waste operations,50,78,0.032,0.027,0.8,-0.12
operations emergency,50,78,0.032,0.027,0.8,-0.12
operations emergency response,50,78,0.032,0.027,0.8,-0.12
waste operations,50,78,0.032,0.027,0.8,-0.12
waste operations emergency,50,78,0.032,0.027,0.8,-0.12
native american center,180,260,0.108,0.099,0.9,-0.12
american center,180,260,0.108,0.099,0.9,-0.12
investigator core,81,122,0.051,0.044,0.9,-0.12
program,19315,25709,10.698,10.598,1.0,-0.13
overexpression,10150,13561,5.643,5.569,1.0,-0.13
chromatin remodeling,1591,2170,0.903,0.873,1.0,-0.13
medical schools,6257,8390,3.491,3.433,1.0,-0.13
pik3ca,206,297,0.124,0.113,0.9,-0.13
pik3ca gene,206,297,0.124,0.113,0.9,-0.13
knockout mice,8713,11650,4.848,4.781,1.0,-0.13
open reading frames,666,922,0.384,0.365,1.0,-0.13
initiating,96,145,0.06,0.053,0.9,-0.13
activities,5968,8003,3.33,3.275,1.0,-0.13
extramural,2581,3489,1.452,1.416,1.0,-0.13
extramural activities,2577,3487,1.451,1.414,1.0,-0.13
molecular abnormality,395,557,0.232,0.217,0.9,-0.13
biochemistry,4633,6225,2.59,2.542,1.0,-0.13
obesity,10037,13409,5.58,5.507,1.0,-0.13
department defense,134,198,0.082,0.074,0.9,-0.13
request applications,682,946,0.394,0.374,1.0,-0.13
arsenic,401,565,0.235,0.22,0.9,-0.13
tumorigenic,1175,1608,0.669,0.645,1.0,-0.13
capsule,713,986,0.41,0.391,1.0,-0.13
germ-free,784,1084,0.451,0.43,1.0,-0.13
doctor philosophy,7505,10046,4.18,4.118,1.0,-0.13
macromolecule,991,1360,0.566,0.544,1.0,-0.13
eukaryotic cell,1033,1417,0.59,0.567,1.0,-0.13
component,1153,1580,0.657,0.633,1.0,-0.13
muscles,321,456,0.19,0.176,0.9,-0.13
cancer imaging,842,1163,0.484,0.462,1.0,-0.13
oxidation-reduction,2271,3076,1.28,1.246,1.0,-0.13
equipment,6183,8287,3.448,3.393,1.0,-0.13
assurance,1657,2254,0.938,0.909,1.0,-0.13
quality assurance,1654,2250,0.936,0.908,1.0,-0.13
correlative,536,749,0.312,0.294,0.9,-0.13
ncorp,86,130,0.054,0.047,0.9,-0.13
histological stains,132,195,0.081,0.072,0.9,-0.13
occupational therapist,80,122,0.051,0.044,0.9,-0.13
surrogate markers,454,635,0.264,0.249,0.9,-0.13
radiation-sensitizing agents,120,178,0.074,0.066,0.9,-0.13
radiation-sensitizing,120,178,0.074,0.066,0.9,-0.13
esters,3850,5182,2.156,2.113,1.0,-0.13
histone modification,1614,2200,0.915,0.886,1.0,-0.13
mitogen,437,612,0.255,0.24,0.9,-0.13
indolent,387,545,0.227,0.212,0.9,-0.13
resources services,134,197,0.082,0.074,0.9,-0.13
nuclear protein,204,294,0.122,0.112,0.9,-0.13
dna-binding proteins,464,649,0.27,0.255,0.9,-0.13
attitude,1914,2598,1.081,1.05,1.0,-0.13
fetal,4222,5680,2.363,2.317,1.0,-0.13
paraffin embedding,610,847,0.352,0.335,0.9,-0.13
post-translational regulation,180,262,0.109,0.099,0.9,-0.13
synapse,1055,1447,0.602,0.579,1.0,-0.13
safety feasibility,437,612,0.255,0.24,0.9,-0.13
fluorescent probes,286,408,0.17,0.157,0.9,-0.13
demand,74,114,0.047,0.041,0.9,-0.13
ferritin,206,298,0.124,0.113,0.9,-0.13
double,1309,1790,0.745,0.718,1.0,-0.13
sub-saharan africa,62,97,0.04,0.034,0.8,-0.13
malignancies,273,389,0.162,0.15,0.9,-0.13
microfluidic,783,1080,0.449,0.43,1.0,-0.13
school district,221,319,0.133,0.121,0.9,-0.13
mass spectrometer,362,510,0.212,0.199,0.9,-0.13
acronyms,219,316,0.131,0.12,0.9,-0.13
integral membrane protein,981,1347,0.56,0.538,1.0,-0.13
integral membrane,989,1360,0.566,0.543,1.0,-0.13
repressor proteins,151,222,0.092,0.083,0.9,-0.13
review literature,540,752,0.313,0.296,0.9,-0.13
pd-l1,569,794,0.33,0.312,0.9,-0.13
gene rearrangement,176,256,0.107,0.097,0.9,-0.13
mammary gland parenchyma,302,428,0.178,0.166,0.9,-0.13
gland parenchyma,302,428,0.178,0.166,0.9,-0.13
prostatectomy,234,337,0.14,0.128,0.9,-0.13
pathogenic virus,846,1168,0.486,0.464,1.0,-0.13
epigenetic therapy,174,254,0.106,0.095,0.9,-0.13
immunoglobulin class switching,368,518,0.216,0.202,0.9,-0.13
immunoglobulin class,368,518,0.216,0.202,0.9,-0.13
class switching,368,518,0.216,0.202,0.9,-0.13
heat-shock response,241,345,0.144,0.132,0.9,-0.13
tumor behavior,164,240,0.1,0.09,0.9,-0.13
epigenetic marker,362,510,0.212,0.199,0.9,-0.13
glutathione,793,1095,0.456,0.435,1.0,-0.13
helium,52,82,0.034,0.029,0.8,-0.13
pharmacokinetics pharmacodynamics,1110,1521,0.633,0.609,1.0,-0.13
appalachian region,312,442,0.184,0.171,0.9,-0.13
appalachian,312,444,0.185,0.171,0.9,-0.13
guanine,587,816,0.34,0.322,0.9,-0.13
assays,330,468,0.195,0.181,0.9,-0.13
cancer statistics,66,102,0.042,0.036,0.9,-0.13
limited,251,359,0.149,0.138,0.9,-0.13
south dakota,139,205,0.085,0.076,0.9,-0.13
sioux,67,103,0.043,0.037,0.9,-0.13
scaffolding protein,897,1237,0.515,0.492,1.0,-0.13
administration core,96,145,0.06,0.053,0.9,-0.13
ultrasonic transducer,107,160,0.067,0.059,0.9,-0.13
stable isotope labeling,277,395,0.164,0.152,0.9,-0.13
lentivirus vector,359,506,0.211,0.197,0.9,-0.13
spasm,129,191,0.079,0.071,0.9,-0.13
urination,107,160,0.067,0.059,0.9,-0.13
teratogenic,51,81,0.034,0.028,0.8,-0.13
animal core,72,111,0.046,0.04,0.9,-0.13
ductal epithelial cell,178,259,0.108,0.098,0.9,-0.13
ductal epithelial,178,259,0.108,0.098,0.9,-0.13
relative risks,402,566,0.236,0.221,0.9,-0.13
neurofibromatoses,45,72,0.03,0.025,0.8,-0.13
domains,497,694,0.289,0.273,0.9,-0.13
anatomic,377,531,0.221,0.207,0.9,-0.13
mammalian genetics,63,98,0.041,0.035,0.8,-0.13
symptom self management,41,66,0.027,0.022,0.8,-0.13
symptom self,41,66,0.027,0.022,0.8,-0.13
viral vaccines,111,165,0.069,0.061,0.9,-0.13
visiting nurse,67,104,0.043,0.037,0.8,-0.13
surveillance program,200,290,0.121,0.11,0.9,-0.13
cancer prevention trial,56,88,0.037,0.031,0.8,-0.13
cognitive ability,808,1114,0.464,0.443,1.0,-0.13
telangiectasia,215,310,0.129,0.118,0.9,-0.13
ataxia telangiectasia,167,243,0.101,0.092,0.9,-0.13
convict,61,95,0.04,0.033,0.8,-0.13
aldehydes,253,361,0.15,0.139,0.9,-0.13
extracellular fluid,124,183,0.076,0.068,0.9,-0.13
giant,195,283,0.118,0.107,0.9,-0.13
damage response,120,178,0.074,0.066,0.9,-0.13
rhoa,43,69,0.029,0.024,0.8,-0.13
medicine trial,42,68,0.028,0.023,0.8,-0.13
pliability,57,89,0.037,0.031,0.8,-0.13
functional dissection,42,68,0.028,0.023,0.8,-0.13
white blood cell,85,129,0.054,0.047,0.9,-0.13
white blood,85,129,0.054,0.047,0.9,-0.13
cell count procedure,85,129,0.054,0.047,0.9,-0.13
sinai,50,79,0.033,0.027,0.8,-0.13
cyclotrons,87,132,0.055,0.048,0.9,-0.13
a549,129,191,0.079,0.071,0.9,-0.13
ptpn11 gene,117,174,0.072,0.064,0.9,-0.13
career program,67,103,0.043,0.037,0.9,-0.13
rule,109,163,0.068,0.06,0.9,-0.13
socioeconomic diversity,93,140,0.058,0.051,0.9,-0.13
multidisciplinary training,88,133,0.055,0.048,0.9,-0.13
cd36 gene,163,238,0.099,0.089,0.9,-0.13
preoperative,41,66,0.027,0.022,0.8,-0.13
varenicline,119,177,0.074,0.065,0.9,-0.13
injury kidney,876,1208,0.503,0.481,1.0,-0.13
internalization,152,223,0.093,0.083,0.9,-0.13
vesicular release,502,700,0.291,0.275,0.9,-0.13
foodborne,173,251,0.104,0.095,0.9,-0.13
igf1 gene,120,178,0.074,0.066,0.9,-0.13
microscopy core,41,66,0.027,0.022,0.8,-0.13
cervical spinal cord,149,219,0.091,0.082,0.9,-0.13
cervical spinal,149,219,0.091,0.082,0.9,-0.13
congestive heart failure,401,565,0.235,0.22,0.9,-0.13
congestive heart,401,565,0.235,0.22,0.9,-0.13
essential tremor,87,132,0.055,0.048,0.9,-0.13
body surface area,48,76,0.032,0.026,0.8,-0.13
physical activity intervention,53,84,0.035,0.029,0.8,-0.13
chlamydia,390,549,0.228,0.214,0.9,-0.13
familial alzheimer disease,271,386,0.161,0.149,0.9,-0.13
familial alzheimer,271,386,0.161,0.149,0.9,-0.13
women faculty,44,71,0.03,0.024,0.8,-0.13
orientation,451,631,0.263,0.247,0.9,-0.13
diuretics,160,234,0.097,0.088,0.9,-0.13
porphyromonas,161,235,0.098,0.088,0.9,-0.13
chitinase,54,85,0.035,0.03,0.8,-0.13
opa1,61,95,0.04,0.033,0.8,-0.13
beads,153,225,0.094,0.084,0.9,-0.13
protein region,215,309,0.129,0.118,0.9,-0.13
extrahepatic,162,237,0.099,0.089,0.9,-0.13
aspartic,92,139,0.058,0.05,0.9,-0.13
gland neoplasms,53,84,0.035,0.029,0.8,-0.13
parallel computer,79,121,0.05,0.043,0.9,-0.13
computer generated,45,72,0.03,0.025,0.8,-0.13
primary ovarian,69,106,0.044,0.038,0.9,-0.13
primary ovarian insufficiency,69,106,0.044,0.038,0.9,-0.13
ovarian insufficiency,69,106,0.044,0.038,0.9,-0.13
trauma exposure,378,533,0.222,0.207,0.9,-0.13
female genital,86,131,0.055,0.047,0.9,-0.13
electrospray,103,155,0.064,0.057,0.9,-0.13
parathyroid,148,218,0.091,0.081,0.9,-0.13
ophthalmology,534,744,0.31,0.293,0.9,-0.13
neurobiological mechanism,994,1364,0.568,0.545,1.0,-0.13
antibody-producing,63,98,0.041,0.035,0.8,-0.13
antibody-producing cells,63,98,0.041,0.035,0.8,-0.13
muscle regeneration,315,446,0.186,0.173,0.9,-0.13
enzymatic biochemistry,367,519,0.216,0.201,0.9,-0.13
anhedonia,454,635,0.264,0.249,0.9,-0.13
anaphase,114,170,0.071,0.063,0.9,-0.13
nuclear inner,66,102,0.042,0.036,0.9,-0.13
nuclear inner membrane,66,102,0.042,0.036,0.9,-0.13
eleventh grade,41,66,0.027,0.022,0.8,-0.13
apcmin,47,75,0.031,0.026,0.8,-0.13
apcmin mice,47,75,0.031,0.026,0.8,-0.13
amino acid transporter,149,219,0.091,0.082,0.9,-0.13
acid transporter,169,246,0.102,0.093,0.9,-0.13
sphincter,97,146,0.061,0.053,0.9,-0.13
longitudinal database,111,165,0.069,0.061,0.9,-0.13
last,61,95,0.04,0.033,0.8,-0.13
alignment,202,292,0.122,0.111,0.9,-0.13
molecular mass,68,105,0.044,0.037,0.9,-0.13
biostatistics management,43,69,0.029,0.024,0.8,-0.13
dentate,450,631,0.263,0.247,0.9,-0.13
longitudinal surveys,197,285,0.119,0.108,0.9,-0.13
protein bank,93,140,0.058,0.051,0.9,-0.13
ethylene glycol,127,188,0.078,0.07,0.9,-0.13
mart,54,85,0.035,0.03,0.8,-0.13
perfusion imaging,183,265,0.11,0.1,0.9,-0.13
behavior observation,134,197,0.082,0.074,0.9,-0.13
surface properties,93,140,0.058,0.051,0.9,-0.13
pump inhibitors,72,111,0.046,0.04,0.9,-0.13
proton pump,168,244,0.102,0.092,0.9,-0.13
acting,107,160,0.067,0.059,0.9,-0.13
protein transport,665,924,0.384,0.365,0.9,-0.13
modular,79,120,0.05,0.043,0.9,-0.13
mediate,93,141,0.059,0.051,0.9,-0.13
molecular cloning,88,134,0.056,0.048,0.9,-0.13
calcium-sensing receptors,47,75,0.031,0.026,0.8,-0.13
reference values,106,158,0.066,0.058,0.9,-0.13
hong,48,76,0.032,0.026,0.8,-0.13
racial discrimination,232,334,0.139,0.127,0.9,-0.13
inbred strain,134,198,0.082,0.074,0.9,-0.13
network infrastructure,222,319,0.133,0.122,0.9,-0.13
riboside,46,73,0.03,0.025,0.8,-0.13
professional practice,59,92,0.038,0.032,0.8,-0.13
physical examination,154,225,0.094,0.085,0.9,-0.13
environmental toxicology,120,178,0.074,0.066,0.9,-0.13
marrow purging,47,75,0.031,0.026,0.8,-0.13
bone marrow purging,47,75,0.031,0.026,0.8,-0.13
parietal lobe,391,552,0.23,0.215,0.9,-0.13
gallium,50,79,0.033,0.027,0.8,-0.13
social policies,146,215,0.089,0.08,0.9,-0.13
cx3cl1 gene,60,94,0.039,0.033,0.8,-0.13
cx3cl1,60,94,0.039,0.033,0.8,-0.13
acute liver failure,69,106,0.044,0.038,0.9,-0.13
glucose production,237,340,0.141,0.13,0.9,-0.13
perceptual,260,372,0.155,0.143,0.9,-0.13
equine,120,178,0.074,0.066,0.9,-0.13
bioassay,47,75,0.031,0.026,0.8,-0.13
sequence homologs,55,87,0.036,0.03,0.8,-0.13
4-dinitrophenol,46,74,0.031,0.025,0.8,-0.13
amyloid deposition,344,487,0.203,0.189,0.9,-0.13
probation,84,127,0.053,0.046,0.9,-0.13
demyelinating,261,372,0.155,0.143,0.9,-0.13
infection burden,108,162,0.067,0.059,0.9,-0.13
kidney vascular structure,82,125,0.052,0.045,0.9,-0.13
vascular structure,86,131,0.055,0.047,0.9,-0.13
kidney vascular,82,125,0.052,0.045,0.9,-0.13
gated,178,258,0.107,0.098,0.9,-0.13
forearm,67,104,0.043,0.037,0.8,-0.13
opiate addiction,985,1356,0.564,0.54,1.0,-0.13
dual diagnosis,70,108,0.045,0.038,0.9,-0.13
type secretion system,275,392,0.163,0.151,0.9,-0.13
pathogenicity island,68,105,0.044,0.037,0.9,-0.13
common core,87,132,0.055,0.048,0.9,-0.13
rehabilitation centers,81,123,0.051,0.044,0.9,-0.13
bone mass,445,625,0.26,0.244,0.9,-0.13
toxin receptor,84,128,0.053,0.046,0.9,-0.13
regeneration following injury,87,132,0.055,0.048,0.9,-0.13
surfaces,60,94,0.039,0.033,0.8,-0.13
complications diabetes mellitus,659,914,0.38,0.362,1.0,-0.13
complications diabetes,659,914,0.38,0.362,1.0,-0.13
adenylate cyclase,309,438,0.182,0.17,0.9,-0.13
scientist training program,160,234,0.097,0.088,0.9,-0.13
soleus muscle,62,96,0.04,0.034,0.9,-0.13
soleus,62,96,0.04,0.034,0.9,-0.13
physically,400,563,0.234,0.219,0.9,-0.13
hemochromatosis,59,92,0.038,0.032,0.8,-0.13
neural patterning,447,627,0.261,0.245,0.9,-0.13
gastrointestinal disorders,51,81,0.034,0.028,0.8,-0.13
synthetase inhibitor,41,66,0.027,0.022,0.8,-0.13
auricular,43,69,0.029,0.024,0.8,-0.13
nutritional immunity,96,144,0.06,0.053,0.9,-0.13
mechanobiology,81,123,0.051,0.044,0.9,-0.13
very birth weight,76,116,0.048,0.042,0.9,-0.13
very birth,76,116,0.048,0.042,0.9,-0.13
eyeball,55,86,0.036,0.03,0.8,-0.13
slow-wave,207,298,0.124,0.114,0.9,-0.13
slow-wave sleep,206,297,0.124,0.113,0.9,-0.13
geniculate body,160,233,0.097,0.088,0.9,-0.13
crystalline lens,79,121,0.05,0.043,0.9,-0.13
contractility,53,84,0.035,0.029,0.8,-0.13
forebrain,299,426,0.177,0.164,0.9,-0.13
artery occlusion,320,455,0.189,0.176,0.9,-0.13
trachoma,52,82,0.034,0.029,0.8,-0.13
hydrostatic,47,75,0.031,0.026,0.8,-0.13
hydrostatic pressure,47,75,0.031,0.026,0.8,-0.13
episodic memory,595,826,0.344,0.326,0.9,-0.13
renin-angiotensin system,189,273,0.114,0.104,0.9,-0.13
renin-angiotensin,189,273,0.114,0.104,0.9,-0.13
snare,41,66,0.027,0.022,0.8,-0.13
metabolic bone,67,103,0.043,0.037,0.9,-0.13
metabolic bone diseases,67,103,0.043,0.037,0.9,-0.13
streptococci,47,75,0.031,0.026,0.8,-0.13
tropical disease,44,71,0.03,0.024,0.8,-0.13
restorative,86,131,0.055,0.047,0.9,-0.13
replacements,52,82,0.034,0.029,0.8,-0.13
efferent,109,163,0.068,0.06,0.9,-0.13
word,139,204,0.085,0.076,0.9,-0.13
toxoplasmosis,164,239,0.099,0.09,0.9,-0.13
matter disease,98,148,0.062,0.054,0.9,-0.13
white matter disease,98,148,0.062,0.054,0.9,-0.13
resistant infections,185,268,0.112,0.102,0.9,-0.13
carbon fiber,55,87,0.036,0.03,0.8,-0.13
arch,134,197,0.082,0.074,0.9,-0.13
sweat,50,79,0.033,0.027,0.8,-0.13
university washington,52,82,0.034,0.029,0.8,-0.13
baroreflex,91,137,0.057,0.05,0.9,-0.13
endocarditis,147,215,0.089,0.081,0.9,-0.13
triglyceride metabolism,62,97,0.04,0.034,0.8,-0.13
chronic stroke,158,232,0.097,0.087,0.9,-0.13
hemogenic endothelium,57,89,0.037,0.031,0.8,-0.13
hemogenic,57,89,0.037,0.031,0.8,-0.13
anti-influenza,79,121,0.05,0.043,0.9,-0.13
dexmedetomidine,40,65,0.027,0.022,0.8,-0.13
child behavior,313,445,0.185,0.172,0.9,-0.13
peripheral nerve stimulation,57,89,0.037,0.031,0.8,-0.13
cis-male,66,102,0.042,0.036,0.9,-0.13
common cold,84,127,0.053,0.046,0.9,-0.13
burkholderia,85,129,0.054,0.047,0.9,-0.13
motor function recovery,65,101,0.042,0.036,0.8,-0.13
conceptus,42,68,0.028,0.023,0.8,-0.13
relapsing,48,76,0.032,0.026,0.8,-0.13
non-demented,190,276,0.115,0.104,0.9,-0.13
preclinical alzheimer,50,79,0.033,0.027,0.8,-0.13
dementia caregiving,115,172,0.072,0.063,0.9,-0.13
o-acetyltransferase,50,79,0.033,0.027,0.8,-0.13
choline o-acetyltransferase,43,69,0.029,0.024,0.8,-0.13
striatal,137,202,0.084,0.075,0.9,-0.13
electroconvulsive therapy,59,92,0.038,0.032,0.8,-0.13
pain self-management,51,81,0.034,0.028,0.8,-0.13
psychotic symptoms,164,240,0.1,0.09,0.9,-0.13
recreational,55,86,0.036,0.03,0.8,-0.13
deciduous,70,108,0.045,0.038,0.9,-0.13
deciduous tooth,70,108,0.045,0.038,0.9,-0.13
ectopic pregnancy,106,158,0.066,0.058,0.9,-0.13
arthropod,121,179,0.074,0.066,0.9,-0.13
arthropod vectors,115,172,0.072,0.063,0.9,-0.13
cutaneous leishmaniasis,40,65,0.027,0.022,0.8,-0.13
dengvaxia,42,68,0.028,0.023,0.8,-0.13
beta-lactam,70,108,0.045,0.038,0.9,-0.13
hiv-exposed,68,105,0.044,0.037,0.9,-0.13
external auditory canal,66,102,0.042,0.036,0.9,-0.13
external auditory,66,102,0.042,0.036,0.9,-0.13
auditory canal,66,102,0.042,0.036,0.9,-0.13
word learning,100,150,0.062,0.055,0.9,-0.13
people inject,60,94,0.039,0.033,0.8,-0.13
first episode psychosis,108,162,0.067,0.059,0.9,-0.13
episode psychosis,108,162,0.067,0.059,0.9,-0.13
mobile sensor,64,99,0.041,0.035,0.9,-0.13
primate center,47,75,0.031,0.026,0.8,-0.13
metastatic,3196,4318,1.797,1.754,1.0,-0.14
bone neoplasms,96,146,0.061,0.053,0.9,-0.14
bone diseases,532,747,0.311,0.292,0.9,-0.14
skeleton,673,935,0.389,0.369,0.9,-0.14
homeodomain proteins,60,95,0.04,0.033,0.8,-0.14
lung cancer cell,469,659,0.274,0.257,0.9,-0.14
lung neoplasms,512,718,0.299,0.281,0.9,-0.14
dependence,7047,9453,3.933,3.867,1.0,-0.14
chase cancer,105,158,0.066,0.058,0.9,-0.14
chase cancer center,105,158,0.066,0.058,0.9,-0.14
translating,16987,22650,9.425,9.321,1.0,-0.14
pi3k,296,423,0.176,0.162,0.9,-0.14
clinical investigator,1914,2606,1.084,1.05,1.0,-0.14
food drug administration,1249,1714,0.713,0.685,1.0,-0.14
food drug,1252,1720,0.716,0.687,1.0,-0.14
request,1019,1405,0.585,0.559,1.0,-0.14
proteasome inhibitor,196,285,0.119,0.108,0.9,-0.14
monoclonal,3464,4674,1.945,1.901,1.0,-0.14
scaffold,4171,5619,2.338,2.289,1.0,-0.14
harvest,1362,1863,0.775,0.747,1.0,-0.14
papillomavirus,1226,1685,0.701,0.673,1.0,-0.14
carotenoids,98,149,0.062,0.054,0.9,-0.14
bank,578,809,0.337,0.317,0.9,-0.14
calories,579,810,0.337,0.318,0.9,-0.14
conventional therapy,589,822,0.342,0.323,0.9,-0.14
gram-negative,855,1181,0.491,0.469,1.0,-0.14
racial disparities,132,196,0.082,0.072,0.9,-0.14
eukaryota,1417,1938,0.806,0.778,1.0,-0.14
breast cancer treatment,552,771,0.321,0.303,0.9,-0.14
intervention cost,355,505,0.21,0.195,0.9,-0.14
skeletal,3991,5377,2.237,2.19,1.0,-0.14
