term,recent_n,prior_n,share_prior_pct,share_recent_pct,growth_x,score
puzzling,62,63,0.043,0.042,1.0,-0.02
despite increasing,121,121,0.083,0.082,1.0,-0.02
bioproject,63,64,0.044,0.043,1.0,-0.02
solanacearum,41,42,0.029,0.028,1.0,-0.02
visually guided,59,60,0.041,0.04,1.0,-0.02
affective disorders,42,43,0.029,0.028,1.0,-0.02
metabolomes,57,58,0.04,0.039,1.0,-0.02
variants common,41,42,0.029,0.028,1.0,-0.02
body wall,41,42,0.029,0.028,1.0,-0.02
multigenerational,49,50,0.034,0.033,1.0,-0.02
properties cells,69,70,0.048,0.047,1.0,-0.02
progenies,50,51,0.035,0.034,1.0,-0.02
neuronal cell death,47,48,0.033,0.032,1.0,-0.02
femur,58,59,0.04,0.039,1.0,-0.02
keystone species,44,45,0.031,0.03,1.0,-0.02
berghei,65,66,0.045,0.044,1.0,-0.02
dynamic evolution,49,50,0.034,0.033,1.0,-0.02
connectivity regions,46,47,0.032,0.031,1.0,-0.02
evidence effectiveness,107,108,0.074,0.072,1.0,-0.02
population control,42,43,0.029,0.028,1.0,-0.02
invasive breast,41,42,0.029,0.028,1.0,-0.02
repeat-containing,47,48,0.033,0.032,1.0,-0.02
within-,81,82,0.056,0.055,1.0,-0.02
signal peptide,76,77,0.053,0.051,1.0,-0.02
nosocomial infections,60,61,0.042,0.041,1.0,-0.02
shinyapps,89,90,0.062,0.06,1.0,-0.02
system activity,51,52,0.036,0.034,1.0,-0.02
surrounding cells,42,43,0.029,0.028,1.0,-0.02
uncertainty regarding,40,41,0.028,0.027,1.0,-0.02
organ size,41,42,0.029,0.028,1.0,-0.02
embryonic kidney,40,41,0.028,0.027,1.0,-0.02
neuroanatomy,97,98,0.067,0.066,1.0,-0.02
translesion,44,45,0.031,0.03,1.0,-0.02
uracil,58,59,0.04,0.039,1.0,-0.02
variation observed,67,68,0.047,0.045,1.0,-0.02
fungal bacterial,47,48,0.033,0.032,1.0,-0.02
ability inhibit,69,70,0.048,0.047,1.0,-0.02
biomarkers cancer,40,41,0.028,0.027,1.0,-0.02
x-chromosome,82,83,0.057,0.055,1.0,-0.02
camp levels,44,45,0.031,0.03,1.0,-0.02
options available,48,49,0.034,0.032,1.0,-0.02
systems different,42,43,0.029,0.028,1.0,-0.02
plays essential roles,44,45,0.031,0.03,1.0,-0.02
human oral,49,50,0.034,0.033,1.0,-0.02
protected area,42,43,0.029,0.028,1.0,-0.02
competitive fitness,45,46,0.032,0.03,1.0,-0.02
anodal,60,61,0.042,0.041,1.0,-0.02
peroxisome proliferator-activated receptor,53,54,0.037,0.036,1.0,-0.02
proliferator-activated receptor,53,54,0.037,0.036,1.0,-0.02
maxima,70,71,0.049,0.047,1.0,-0.02
sequencing rrna,43,44,0.03,0.029,1.0,-0.02
situated,129,129,0.088,0.087,1.0,-0.02
mescs,77,78,0.053,0.052,1.0,-0.02
literature regarding,44,45,0.031,0.03,1.0,-0.02
molecular bases,42,43,0.029,0.028,1.0,-0.02
halt,128,129,0.088,0.086,1.0,-0.02
phosphoinositides,43,44,0.03,0.029,1.0,-0.02
function requires,53,54,0.037,0.036,1.0,-0.02
heterotrophic bacteria,47,48,0.033,0.032,1.0,-0.02
cells clinical,42,43,0.029,0.028,1.0,-0.02
mhc-ii,65,66,0.045,0.044,1.0,-0.02
two-state,49,50,0.034,0.033,1.0,-0.02
cell layer,74,75,0.051,0.05,1.0,-0.02
wild bird,42,43,0.029,0.028,1.0,-0.02
specific targets,47,48,0.033,0.032,1.0,-0.02
mars,41,42,0.029,0.028,1.0,-0.02
fungicides,66,67,0.046,0.045,1.0,-0.02
mural,62,63,0.043,0.042,1.0,-0.02
solid cancers,56,57,0.039,0.038,1.0,-0.02
cytology,62,63,0.043,0.042,1.0,-0.02
skeletons,51,52,0.036,0.034,1.0,-0.02
proteins control,58,59,0.04,0.039,1.0,-0.02
plant diseases,42,43,0.029,0.028,1.0,-0.02
truncatula,57,58,0.04,0.039,1.0,-0.02
medicago,80,81,0.056,0.054,1.0,-0.02
microtubule-binding,47,48,0.033,0.032,1.0,-0.02
draws,110,111,0.076,0.074,1.0,-0.02
kinase lrrk2,45,46,0.032,0.03,1.0,-0.02
signal peptides,45,46,0.032,0.03,1.0,-0.02
diapause,59,60,0.041,0.04,1.0,-0.02
thickness surface,49,50,0.034,0.033,1.0,-0.02
thickness surface area,46,47,0.032,0.031,1.0,-0.02
single-molecule fret,41,42,0.029,0.028,1.0,-0.02
il-6 il-8,65,66,0.045,0.044,1.0,-0.02
multicentric,65,66,0.045,0.044,1.0,-0.02
comparable levels,45,46,0.032,0.03,1.0,-0.02
resistant isolates,54,55,0.038,0.036,1.0,-0.02
last glacial maximum,44,45,0.031,0.03,1.0,-0.02
infection unclear,41,42,0.029,0.028,1.0,-0.02
subdivisions,60,61,0.042,0.041,1.0,-0.02
matter regions,49,50,0.034,0.033,1.0,-0.02
acute pain,40,41,0.028,0.027,1.0,-0.02
geniculate nucleus,63,64,0.044,0.043,1.0,-0.02
bioenergy,50,51,0.035,0.034,1.0,-0.02
complex task,43,44,0.03,0.029,1.0,-0.02
changing climate,93,94,0.064,0.063,1.0,-0.02
implicated pathogenesis,103,104,0.071,0.07,1.0,-0.02
proportionally,126,127,0.087,0.085,1.0,-0.02
other relevant,52,53,0.036,0.035,1.0,-0.02
interactions mediated,69,70,0.048,0.047,1.0,-0.02
light electron,80,81,0.056,0.054,1.0,-0.02
correlative light,45,46,0.032,0.03,1.0,-0.02
correlative light electron,41,42,0.029,0.028,1.0,-0.02
generate hypotheses,63,64,0.044,0.043,1.0,-0.02
human airway epithelial,51,52,0.036,0.034,1.0,-0.02
admixed populations,44,45,0.031,0.03,1.0,-0.02
extractions,47,48,0.033,0.032,1.0,-0.02
cells produced,62,63,0.043,0.042,1.0,-0.02
common genetic cause,40,41,0.028,0.027,1.0,-0.02
resections,49,50,0.034,0.033,1.0,-0.02
activation gene,42,43,0.029,0.028,1.0,-0.02
involved disease,47,48,0.033,0.032,1.0,-0.02
interventions target,45,46,0.032,0.03,1.0,-0.02
four common,41,42,0.029,0.028,1.0,-0.02
neutrophilic,62,63,0.043,0.042,1.0,-0.02
heterozygous mutations,41,42,0.029,0.028,1.0,-0.02
observed clinical,66,67,0.046,0.045,1.0,-0.02
sequence read archive,61,62,0.042,0.041,1.0,-0.02
through supplementary files,43,44,0.03,0.029,1.0,-0.02
fmrp,44,45,0.031,0.03,1.0,-0.02
neuropsychiatric symptoms,69,70,0.048,0.047,1.0,-0.02
peer review,69,70,0.048,0.047,1.0,-0.02
piriform cortex,46,47,0.032,0.031,1.0,-0.02
deviated,54,55,0.038,0.036,1.0,-0.02
local protein,44,45,0.031,0.03,1.0,-0.02
uncorrected,52,53,0.036,0.035,1.0,-0.02
anthropocene,50,51,0.035,0.034,1.0,-0.02
evergreen,46,47,0.032,0.031,1.0,-0.02
gliding,62,63,0.043,0.042,1.0,-0.02
dollars,82,83,0.057,0.055,1.0,-0.02
geographical locations,45,46,0.032,0.03,1.0,-0.02
inhibited growth,65,66,0.045,0.044,1.0,-0.02
similar genetic,42,43,0.029,0.028,1.0,-0.02
acceptance,363,362,0.248,0.245,1.0,-0.02
wine,66,67,0.046,0.045,1.0,-0.02
known functional,44,45,0.031,0.03,1.0,-0.02
cycle phase,56,57,0.039,0.038,1.0,-0.02
postsynaptic currents,52,53,0.036,0.035,1.0,-0.02
late endosomes,58,59,0.04,0.039,1.0,-0.02
drug-related,48,49,0.034,0.032,1.0,-0.02
glomeruli,89,90,0.062,0.06,1.0,-0.02
technicians,45,46,0.032,0.03,1.0,-0.02
glomerular filtration rate,125,126,0.086,0.084,1.0,-0.02
processes gene,51,52,0.036,0.034,1.0,-0.02
liver transplantation,49,50,0.034,0.033,1.0,-0.02
receptor mediated,45,46,0.032,0.03,1.0,-0.02
textures,49,50,0.034,0.033,1.0,-0.02
other sensory,45,46,0.032,0.03,1.0,-0.02
declare,92,93,0.064,0.062,1.0,-0.02
twas,94,95,0.065,0.063,1.0,-0.02
motor functions,67,68,0.047,0.045,1.0,-0.02
transposase-accessible chromatin,52,53,0.036,0.035,1.0,-0.02
body formation,43,44,0.03,0.029,1.0,-0.02
disease causes,67,68,0.047,0.045,1.0,-0.02
network features,62,63,0.043,0.042,1.0,-0.02
factor beta,49,50,0.034,0.033,1.0,-0.02
inflammatory gene,88,89,0.061,0.059,1.0,-0.02
single base,45,46,0.032,0.03,1.0,-0.02
ruptured,40,41,0.028,0.027,1.0,-0.02
opposition,46,47,0.032,0.031,1.0,-0.02
processes drive,44,45,0.031,0.03,1.0,-0.02
non-motor,138,138,0.095,0.093,1.0,-0.02
telencephalon,69,70,0.048,0.047,1.0,-0.02
optimal treatment,66,67,0.046,0.045,1.0,-0.02
inspiration,77,78,0.053,0.052,1.0,-0.02
different tumor,44,45,0.031,0.03,1.0,-0.02
mayo,60,61,0.042,0.041,1.0,-0.02
working memory tasks,40,41,0.028,0.027,1.0,-0.02
learner,48,49,0.034,0.032,1.0,-0.02
parkin,65,66,0.045,0.044,1.0,-0.02
rural urban,89,90,0.062,0.06,1.0,-0.02
size range,55,56,0.038,0.037,1.0,-0.02
solar radiation,40,41,0.028,0.027,1.0,-0.02
size density,41,42,0.029,0.028,1.0,-0.02
overall first,45,46,0.032,0.03,1.0,-0.02
known impact,44,45,0.031,0.03,1.0,-0.02
sitting,60,61,0.042,0.041,1.0,-0.02
linkage disequilibrium score,43,44,0.03,0.029,1.0,-0.02
subcutaneously,74,75,0.051,0.05,1.0,-0.02
erbb2,59,60,0.041,0.04,1.0,-0.02
mental illnesses,46,47,0.032,0.031,1.0,-0.02
severe mental,61,62,0.042,0.041,1.0,-0.02
grimage,41,42,0.029,0.028,1.0,-0.02
pubmed google,93,94,0.064,0.063,1.0,-0.02
observed levels,43,44,0.03,0.029,1.0,-0.02
guild,41,42,0.029,0.028,1.0,-0.02
dissolved oxygen,52,53,0.036,0.035,1.0,-0.02
generalise,66,67,0.046,0.045,1.0,-0.02
pharmacotherapy,82,83,0.057,0.055,1.0,-0.02
predicted target,42,43,0.029,0.028,1.0,-0.02
oysters,47,48,0.033,0.032,1.0,-0.02
measurements performed,50,51,0.035,0.034,1.0,-0.02
intestinal mucosa,40,41,0.028,0.027,1.0,-0.02
isotope labeling,48,49,0.034,0.032,1.0,-0.02
life events,45,46,0.032,0.03,1.0,-0.02
cells upregulated,44,45,0.031,0.03,1.0,-0.02
specific clinical,51,52,0.036,0.034,1.0,-0.02
internal transcribed spacer,47,48,0.033,0.032,1.0,-0.02
genetic dissection,43,44,0.03,0.029,1.0,-0.02
microbiota diversity,41,42,0.029,0.028,1.0,-0.02
north africa,40,41,0.028,0.027,1.0,-0.02
mitochondrial oxidative phosphorylation,66,67,0.046,0.045,1.0,-0.02
electron donor,40,41,0.028,0.027,1.0,-0.02
metabotropic glutamate,57,58,0.04,0.039,1.0,-0.02
given lack,43,44,0.03,0.029,1.0,-0.02
several limitations,56,57,0.039,0.038,1.0,-0.02
single guide,41,42,0.029,0.028,1.0,-0.02
rituximab,45,46,0.032,0.03,1.0,-0.02
affecting cell,44,45,0.031,0.03,1.0,-0.02
similar phenotypes,55,56,0.038,0.037,1.0,-0.02
southeast asian,59,60,0.041,0.04,1.0,-0.02
liverwort,51,52,0.036,0.034,1.0,-0.02
viral genetic,55,56,0.038,0.037,1.0,-0.02
cas9 technology,48,49,0.034,0.032,1.0,-0.02
children autism,53,54,0.037,0.036,1.0,-0.02
confirm role,41,42,0.029,0.028,1.0,-0.02
metabolic process,44,45,0.031,0.03,1.0,-0.02
adenoma,49,50,0.034,0.033,1.0,-0.02
maternal blood,40,41,0.028,0.027,1.0,-0.02
disulfide bond,74,75,0.051,0.05,1.0,-0.02
species tested,44,45,0.031,0.03,1.0,-0.02
rate variation,55,56,0.038,0.037,1.0,-0.02
clinical examination,41,42,0.029,0.028,1.0,-0.02
post-traumatic stress disorder,126,127,0.087,0.085,1.0,-0.02
simple random,44,45,0.031,0.03,1.0,-0.02
randomized double-blind placebo-controlled,78,79,0.054,0.053,1.0,-0.02
native protein,41,42,0.029,0.028,1.0,-0.02
metabolic modelling,40,41,0.028,0.027,1.0,-0.02
root squared error,46,47,0.032,0.031,1.0,-0.02
glycolytic metabolism,41,42,0.029,0.028,1.0,-0.02
isobaric,45,46,0.032,0.03,1.0,-0.02
cochrane library,244,243,0.167,0.165,1.0,-0.02
available clinical,77,78,0.053,0.052,1.0,-0.02
diastolic blood,114,115,0.079,0.077,1.0,-0.02
anticoagulation,67,68,0.047,0.045,1.0,-0.02
assess knowledge,46,47,0.032,0.031,1.0,-0.02
smoked,46,47,0.032,0.031,1.0,-0.02
agenda,48,49,0.034,0.032,1.0,-0.02
independent predictors,94,95,0.065,0.063,1.0,-0.02
primary care,649,644,0.441,0.438,1.0,-0.02
screening treatment,56,57,0.039,0.038,1.0,-0.02
smoking alcohol,57,58,0.04,0.039,1.0,-0.02
mortality children,41,42,0.029,0.028,1.0,-0.02
monkeypox virus mpxv,55,56,0.038,0.037,1.0,-0.02
2020-2022,44,45,0.031,0.03,1.0,-0.02
medical condition,42,43,0.029,0.028,1.0,-0.02
local government,40,41,0.028,0.027,1.0,-0.02
pharmacies,54,55,0.038,0.036,1.0,-0.02
search yielded,53,54,0.037,0.036,1.0,-0.02
inverse-variance,53,54,0.037,0.036,1.0,-0.02
depressive anxiety,41,42,0.029,0.028,1.0,-0.02
randomised controlled,331,329,0.225,0.224,1.0,-0.02
assessment treatment,40,41,0.028,0.027,1.0,-0.02
baseline characteristics,139,139,0.095,0.094,1.0,-0.02
symptom profiles,40,41,0.028,0.027,1.0,-0.02
pubmed cochrane,55,56,0.038,0.037,1.0,-0.02
logistic regression assess,75,76,0.052,0.051,1.0,-0.02
will performed,100,101,0.069,0.068,1.0,-0.02
department visits,59,60,0.041,0.04,1.0,-0.02
review clinical,41,42,0.029,0.028,1.0,-0.02
review registered,47,48,0.033,0.032,1.0,-0.02
sociodemographic characteristics,112,113,0.077,0.076,1.0,-0.02
intimate partner violence,41,42,0.029,0.028,1.0,-0.02
care visits,44,45,0.031,0.03,1.0,-0.02
transcribed verbatim,43,44,0.03,0.029,1.0,-0.02
kinases,944,940,0.644,0.638,1.0,-0.03
mystery,130,131,0.09,0.088,1.0,-0.03
statistical,4499,4456,3.053,3.039,1.0,-0.03
neurotrophic factor,139,140,0.096,0.094,1.0,-0.03
nine,1791,1779,1.219,1.21,1.0,-0.03
subnetwork,78,80,0.055,0.053,1.0,-0.03
deployed,702,699,0.479,0.474,1.0,-0.03
retrotransposon,114,116,0.079,0.077,1.0,-0.03
il-2,192,193,0.132,0.13,1.0,-0.03
favoured,132,134,0.092,0.089,1.0,-0.03
performed best,122,124,0.085,0.082,1.0,-0.03
hek293,171,173,0.119,0.116,1.0,-0.03
unveil,489,489,0.335,0.33,1.0,-0.03
three common,88,90,0.062,0.059,1.0,-0.03
forms,3551,3521,2.413,2.399,1.0,-0.03
pausing,115,117,0.08,0.078,1.0,-0.03
previous work,941,938,0.643,0.636,1.0,-0.03
reading,697,696,0.477,0.471,1.0,-0.03
collective,864,861,0.59,0.584,1.0,-0.03
synaptic vesicle,156,157,0.108,0.105,1.0,-0.03
bursting,167,168,0.115,0.113,1.0,-0.03
translocation,1033,1027,0.704,0.698,1.0,-0.03
released,1344,1335,0.915,0.908,1.0,-0.03
methyladenosine,78,80,0.055,0.053,1.0,-0.03
awake,473,473,0.324,0.32,1.0,-0.03
duplication,710,709,0.486,0.48,1.0,-0.03
unsupervised,923,919,0.63,0.623,1.0,-0.03
human cells,1178,1170,0.802,0.796,1.0,-0.03
magnetic resonance,2026,2012,1.379,1.369,1.0,-0.03
optical,1520,1510,1.035,1.027,1.0,-0.03
genes regulatory,83,85,0.058,0.056,1.0,-0.03
regulatory element,110,112,0.077,0.074,1.0,-0.03
polymerases,202,203,0.139,0.136,1.0,-0.03
salmon,152,153,0.105,0.103,1.0,-0.03
saccadic,94,96,0.066,0.063,1.0,-0.03
essential cell,142,144,0.099,0.096,1.0,-0.03
hematopoietic stem cells,211,212,0.145,0.143,1.0,-0.03
deleting,218,220,0.151,0.147,1.0,-0.03
converted,424,424,0.291,0.286,1.0,-0.03
top-down,469,468,0.321,0.317,1.0,-0.03
relationship,6950,6878,4.713,4.695,1.0,-0.03
immense,236,237,0.162,0.159,1.0,-0.03
cystic,383,384,0.263,0.259,1.0,-0.03
eurasian,129,130,0.089,0.087,1.0,-0.03
reinhardtii,168,169,0.116,0.113,1.0,-0.03
chlamydomonas,199,200,0.137,0.134,1.0,-0.03
carbon dioxide,161,162,0.111,0.109,1.0,-0.03
supervised learning,121,123,0.084,0.082,1.0,-0.03
highly divergent,146,147,0.101,0.099,1.0,-0.03
reach,1403,1394,0.955,0.948,1.0,-0.03
fret,246,247,0.169,0.166,1.0,-0.03
landscape human,81,83,0.057,0.055,1.0,-0.03
family transcription,110,112,0.077,0.074,1.0,-0.03
cortical neurons,406,406,0.278,0.274,1.0,-0.03
membership,179,180,0.123,0.121,1.0,-0.03
free energies,80,82,0.056,0.054,1.0,-0.03
random sampling,153,154,0.106,0.103,1.0,-0.03
scanners,111,113,0.077,0.075,1.0,-0.03
cells mscs,115,117,0.08,0.078,1.0,-0.03
raises possibility,87,89,0.061,0.059,1.0,-0.03
gtpases,227,228,0.156,0.153,1.0,-0.03
aberrantly,136,137,0.094,0.092,1.0,-0.03
biogeochemical,262,263,0.18,0.177,1.0,-0.03
couplings,96,98,0.067,0.065,1.0,-0.03
monomer,296,297,0.204,0.2,1.0,-0.03
task-related,162,164,0.112,0.109,1.0,-0.03
cognitive functions,374,375,0.257,0.253,1.0,-0.03
consumers,202,203,0.139,0.136,1.0,-0.03
review,3859,3822,2.619,2.607,1.0,-0.03
highly resistant,82,84,0.058,0.055,1.0,-0.03
isolated human,78,80,0.055,0.053,1.0,-0.03
duplications,373,373,0.256,0.252,1.0,-0.03
favors,260,261,0.179,0.176,1.0,-0.03
viremia,122,124,0.085,0.082,1.0,-0.03
exploitation,267,268,0.184,0.18,1.0,-0.03
atpase,610,608,0.417,0.412,1.0,-0.03
member family,81,83,0.057,0.055,1.0,-0.03
consume,226,228,0.156,0.153,1.0,-0.03
opsin,88,90,0.062,0.059,1.0,-0.03
examinations,246,247,0.169,0.166,1.0,-0.03
myofibroblasts,120,122,0.084,0.081,1.0,-0.03
spent,426,426,0.292,0.288,1.0,-0.03
synaptic connectivity,120,122,0.084,0.081,1.0,-0.03
oxytocin,147,149,0.102,0.099,1.0,-0.03
inserting,106,108,0.074,0.072,1.0,-0.03
cerebellum,552,552,0.378,0.373,1.0,-0.03
behaving mice,90,92,0.063,0.061,1.0,-0.03
gabaergic neurons,155,157,0.108,0.105,1.0,-0.03
cell numbers,154,156,0.107,0.104,1.0,-0.03
microcircuits,88,90,0.062,0.059,1.0,-0.03
installed,133,134,0.092,0.09,1.0,-0.03
proteins rbps,170,171,0.117,0.115,1.0,-0.03
clinical benefit,164,166,0.114,0.111,1.0,-0.03
help guide,169,171,0.117,0.114,1.0,-0.03
mice display,114,116,0.079,0.077,1.0,-0.03
ciliated,127,129,0.088,0.086,1.0,-0.03
harvested,238,240,0.164,0.161,1.0,-0.03
bacterial cells,240,241,0.165,0.162,1.0,-0.03
cigarette,164,166,0.114,0.111,1.0,-0.03
pathological processes,144,146,0.1,0.097,1.0,-0.03
ammonium,183,184,0.126,0.124,1.0,-0.03
sequence homology,109,111,0.076,0.074,1.0,-0.03
reading frames,194,196,0.134,0.131,1.0,-0.03
valley,178,179,0.123,0.12,1.0,-0.03
statistical power,322,323,0.221,0.218,1.0,-0.03
desiccation,120,122,0.084,0.081,1.0,-0.03
electrochemical,187,189,0.13,0.126,1.0,-0.03
gene-gene,86,88,0.06,0.058,1.0,-0.03
chromatographic,83,85,0.058,0.056,1.0,-0.03
cells promote,133,135,0.093,0.09,1.0,-0.03
three weeks,173,175,0.12,0.117,1.0,-0.03
indexed,233,234,0.16,0.157,1.0,-0.03
massively,296,297,0.204,0.2,1.0,-0.03
freedom,199,200,0.137,0.134,1.0,-0.03
stemming,155,157,0.108,0.105,1.0,-0.03
threaten,199,200,0.137,0.134,1.0,-0.03
migrants,119,121,0.083,0.08,1.0,-0.03
auditory cortex,257,258,0.177,0.174,1.0,-0.03
adversely,212,214,0.147,0.143,1.0,-0.03
phospholipase,150,151,0.103,0.101,1.0,-0.03
flowering,599,597,0.409,0.405,1.0,-0.03
abiotic biotic,106,108,0.074,0.072,1.0,-0.03
cells expressed,102,104,0.071,0.069,1.0,-0.03
function brain,90,92,0.063,0.061,1.0,-0.03
incidental,99,101,0.069,0.067,1.0,-0.03
possesses,441,440,0.301,0.298,1.0,-0.03
corroborating,113,115,0.079,0.076,1.0,-0.03
lymphocytic,140,142,0.097,0.095,1.0,-0.03
neural network-based,88,90,0.062,0.059,1.0,-0.03
airway epithelial,144,145,0.099,0.097,1.0,-0.03
neurophysiology,126,128,0.088,0.085,1.0,-0.03
central peripheral,109,111,0.076,0.074,1.0,-0.03
datasets generated,97,99,0.068,0.066,1.0,-0.03
wellbeing,352,353,0.242,0.238,1.0,-0.03
reference panel,99,101,0.069,0.067,1.0,-0.03
amazon,132,134,0.092,0.089,1.0,-0.03
predator,359,360,0.247,0.242,1.0,-0.03
likely contribute,135,136,0.093,0.091,1.0,-0.03
acetate,298,299,0.205,0.201,1.0,-0.03
heating,129,131,0.09,0.087,1.0,-0.03
spot,340,341,0.234,0.23,1.0,-0.03
land plants,171,172,0.118,0.116,1.0,-0.03
crop yield,79,81,0.056,0.053,1.0,-0.03
vivax,116,118,0.081,0.078,1.0,-0.03
correlated clinical,82,84,0.058,0.055,1.0,-0.03
differentiates,155,156,0.107,0.105,1.0,-0.03
giving rise,197,198,0.136,0.133,1.0,-0.03
physical chemical,92,94,0.064,0.062,1.0,-0.03
vesicular,379,379,0.26,0.256,1.0,-0.03
apis mellifera,128,130,0.089,0.086,1.0,-0.03
physiological traits,97,99,0.068,0.066,1.0,-0.03
moth,101,103,0.071,0.068,1.0,-0.03
synonymous,236,238,0.163,0.159,1.0,-0.03
chromosome conformation,98,100,0.069,0.066,1.0,-0.03
response stress,178,180,0.123,0.12,1.0,-0.03
mixing,392,393,0.269,0.265,1.0,-0.03
transmission dynamics,358,359,0.246,0.242,1.0,-0.03
cdr3,79,81,0.056,0.053,1.0,-0.03
polyclonal,205,207,0.142,0.138,1.0,-0.03
notch signaling,170,171,0.117,0.115,1.0,-0.03
epithelial mesenchymal,147,149,0.102,0.099,1.0,-0.03
stages infection,105,107,0.073,0.071,1.0,-0.03
field experiment,80,82,0.056,0.054,1.0,-0.03
brain structures,154,156,0.107,0.104,1.0,-0.03
tertiary,898,893,0.612,0.607,1.0,-0.03
therapy treatment,95,97,0.066,0.064,1.0,-0.03
ubiquitylation,100,102,0.07,0.068,1.0,-0.03
moments,174,175,0.12,0.118,1.0,-0.03
high-quality reference,84,86,0.059,0.057,1.0,-0.03
prognostic biomarkers,106,108,0.074,0.072,1.0,-0.03
slide,215,217,0.149,0.145,1.0,-0.03
exchange factor,83,85,0.058,0.056,1.0,-0.03
aqueous,327,328,0.225,0.221,1.0,-0.03
attainment,252,253,0.173,0.17,1.0,-0.03
inequality,154,156,0.107,0.104,1.0,-0.03
atlantic salmon,82,84,0.058,0.055,1.0,-0.03
cells immune,157,158,0.108,0.106,1.0,-0.03
cnns,176,178,0.122,0.119,1.0,-0.03
superior temporal gyrus,78,80,0.055,0.053,1.0,-0.03
leucine,206,208,0.143,0.139,1.0,-0.03
complex protein,80,82,0.056,0.054,1.0,-0.03
continent,162,164,0.112,0.109,1.0,-0.03
stat,168,170,0.116,0.113,1.0,-0.03
role cell,229,230,0.158,0.155,1.0,-0.03
macaque monkeys,102,104,0.071,0.069,1.0,-0.03
vancomycin,131,133,0.091,0.088,1.0,-0.03
anxiety depression,321,321,0.22,0.217,1.0,-0.03
core genome,92,94,0.064,0.062,1.0,-0.03
arthropod,199,200,0.137,0.134,1.0,-0.03
other complex,92,94,0.064,0.062,1.0,-0.03
great promise,225,226,0.155,0.152,1.0,-0.03
phenology,221,222,0.152,0.149,1.0,-0.03
sequencing datasets,149,150,0.103,0.101,1.0,-0.03
nurse,141,142,0.097,0.095,1.0,-0.03
genetic phenotypic,138,140,0.096,0.093,1.0,-0.03
burden disease,161,163,0.112,0.109,1.0,-0.03
mitogen-activated protein kinase,108,110,0.075,0.073,1.0,-0.03
neural network trained,102,104,0.071,0.069,1.0,-0.03
temporal evolution,86,88,0.06,0.058,1.0,-0.03
observed following,96,98,0.067,0.065,1.0,-0.03
ability produce,85,87,0.06,0.057,1.0,-0.03
human heart,99,101,0.069,0.067,1.0,-0.03
septic,114,116,0.079,0.077,1.0,-0.03
sequencing human,82,84,0.058,0.055,1.0,-0.03
pathologically,111,113,0.077,0.075,1.0,-0.03
phagocytes,121,123,0.084,0.082,1.0,-0.03
negative regulators,97,99,0.068,0.066,1.0,-0.03
listened,138,139,0.095,0.093,1.0,-0.03
drug combination,80,82,0.056,0.054,1.0,-0.03
mosquito populations,80,82,0.056,0.054,1.0,-0.03
clean,193,195,0.134,0.13,1.0,-0.03
lobes,187,189,0.13,0.126,1.0,-0.03
gene deletion,132,134,0.092,0.089,1.0,-0.03
self-renewal,295,296,0.203,0.199,1.0,-0.03
radiations,101,103,0.071,0.068,1.0,-0.03
movement sleep,105,107,0.073,0.071,1.0,-0.03
what already,828,825,0.565,0.559,1.0,-0.03
similar patterns,150,152,0.104,0.101,1.0,-0.03
low-level,298,299,0.205,0.201,1.0,-0.03
steadily,160,161,0.11,0.108,1.0,-0.03
shielding,92,94,0.064,0.062,1.0,-0.03
dried,173,175,0.12,0.117,1.0,-0.03
disturbance,434,435,0.298,0.293,1.0,-0.03
genetic diagnosis,84,86,0.059,0.057,1.0,-0.03
contingency,108,110,0.075,0.073,1.0,-0.03
germline variants,92,94,0.064,0.062,1.0,-0.03
activation mechanism,113,115,0.079,0.076,1.0,-0.03
sensory feedback,91,93,0.064,0.061,1.0,-0.03
growth cell,107,109,0.075,0.072,1.0,-0.03
mushroom body,88,90,0.062,0.059,1.0,-0.03
replication repair,84,86,0.059,0.057,1.0,-0.03
expressed levels,109,111,0.076,0.074,1.0,-0.03
cells display,139,141,0.097,0.094,1.0,-0.03
concentrating,122,124,0.085,0.082,1.0,-0.03
essential components,88,90,0.062,0.059,1.0,-0.03
pathway genes,161,163,0.112,0.109,1.0,-0.03
early visual cortex,87,89,0.061,0.059,1.0,-0.03
catalogue,154,156,0.107,0.104,1.0,-0.03
african american,164,166,0.114,0.111,1.0,-0.03
veteran,97,99,0.068,0.066,1.0,-0.03
argentina,117,119,0.082,0.079,1.0,-0.03
chemosensory,140,141,0.097,0.095,1.0,-0.03
lipid membranes,120,122,0.084,0.081,1.0,-0.03
terminus,107,109,0.075,0.072,1.0,-0.03
acuity,215,217,0.149,0.145,1.0,-0.03
adhere,180,181,0.124,0.122,1.0,-0.03
through genetic,176,178,0.122,0.119,1.0,-0.03
fuse,157,159,0.109,0.106,1.0,-0.03
cell fate specification,79,81,0.056,0.053,1.0,-0.03
movies,93,95,0.065,0.063,1.0,-0.03
implant,223,225,0.154,0.151,1.0,-0.03
leading causes,188,190,0.13,0.127,1.0,-0.03
phenylalanine,129,130,0.089,0.087,1.0,-0.03
tank,90,92,0.063,0.061,1.0,-0.03
fibres,155,156,0.107,0.105,1.0,-0.03
complex prc2,87,89,0.061,0.059,1.0,-0.03
selections,84,86,0.059,0.057,1.0,-0.03
long-term consequences,103,105,0.072,0.07,1.0,-0.03
neurostimulation,80,82,0.056,0.054,1.0,-0.03
infused,81,83,0.057,0.055,1.0,-0.03
