record_id,pubmed_id,year,title,journal,themes,subthemes,is_meta,in_substantive_corpus,admin_ics,cofunding_ics,tag_evidence_summary
1876,40451134,2025,Phenome-wide association of APOE alleles in the All of Us Research Program,EBioMedicine,1;2;3;6;11;14;15;17,,false,true,,,1:stroke|cirrhosis|endocrine|coronary|fatty liver|hypertensive|atherosclerosis|lipid|heart disease|cardiovascular; 2:PheWAS|genomics|genotype|locus|SNP|genomic|whole genome sequencing|ancestry|phenome-wide|association study|association studies|genetic ancestry|gnomAD; 3:Researcher Workbench|PhecodeX|electronic health record|ICD|workbench|random forest|OMOP|EHR|phecode; 6:social determinants of health|deprivation|African American|education level|SDOH|Latino|income; 11:cerebral amyloid angiopathy|Alzheimer|dementia|APOE|mild cognitive impairment|aging|Alzheimer's|cognitive impairment; 14:stroke|neurological; 15:pregnancy; 17:data sharing|informed consent|toolkit
1877,40449744,2025,Neighborhood experience and hoarding disorder,Journal of Affective Disorders,4;6,,false,true,,,4:loneliness|obsessive-compulsive|OCD|psychiatric|mental health; 6:neighborhood|discrimination
1878,40447985,2025,Racial and Ethnic Disparities in Perceived Healthcare Discrimination and Health Outcomes,Journal of General Internal Medicine,3;6;8;17,,false,true,,,3:Researcher Workbench|workbench|notebook; 6:health disparities|social determinants of health|American Indian|racism|African American|minorities|Latino|equity|racial and ethnic|socioeconomic|underrepresented|disparities|income|minority|marginalized|race and ethnicity|discrimination|Hispanic; 8:COVID-19|infection; 17:biospecimen|informed consent|patient-reported
1879,40240837,2025,Meta-prediction of coronary artery disease risk,Nature Medicine,1;2,,false,true,,,1:coronary|CAD; 2:genetic risk|polygenic
1880,40240721,2025,Discrimination and Mental Health Among Black and Latino People Living with HIV: Understanding the Role of Religion and Spirituality,AIDS and Behavior,4;6;8,,false,true,,,4:mental health; 6:health disparities|Latino|disparities|income|discrimination; 8:HIV
1882,40231587,2025,Population prevalence of the major thyroid cancer-associated syndromes,The Journal of Clinical Endocrinology and Metabolism,5;10,,false,true,,,5:thyroid cancer|cancer|neoplasia; 10:MEN2|hereditary
1883,40230888,2025,The health effects of housing instability and its association with congestive heart failure,American Journal of Preventive Cardiology,1;3;4;6,,false,true,,,1:hypertension|heart failure|obesity|HDL|cholesterol|blood pressure|BMI|diabetes|hypertensive|heart disease|cardiovascular disease|eGFR|cardiovascular|hyperlipidemia|statin; 3:Researcher Workbench|electronic health record|ICD|workbench|OMOP|EHR|SNOMED; 4:anxiety|nicotine|alcohol abuse|smoking; 6:health disparities|social determinants of health|disparity|American Indian|access to care|African American|minorities|SDOH|food insecurity|Latino|homelessness|racial and ethnic|socioeconomic|underrepresented|disparities|rural|income|neighborhood|marginalized|race and ethnicity|Hispanic|housing
1884,40227995,2025,Allergic Rhinitis-Underrepresented Populations and Barriers to Healthcare Access,The Laryngoscope,3;6;7;18,,false,true,,,3:electronic health record|EHR|SNOMED; 6:health literacy|Latino|uninsured|socioeconomic|underrepresented|disparities|Black patients|income|Hispanic; 7:Fitbit; 18:allergic rhinitis|otolaryngology|rhinitis
1885,40222865,2025,Response Regarding: Using Machine Learning to Predict Weight Gain in Adults: An Observational Analysis From the All of Us Research Program,The Journal of Surgical Research,3,,false,true,,,3:machine learning
1886,40214690,2025,Disparities in acne prescription patterns in underrepresented groups: insights from the all of us database,Archives of Dermatological Research,6;12,,false,true,,,6:underrepresented groups|underrepresented|disparities; 12:acne
1887,40213867,2025,Assessing health literacy and diversity within the All of Us Research Program,Journal of the American Medical Informatics Association : JAMIA,6,,false,true,,,6:social determinants of health|health literacy|income
1888,40206559,2025,Experience of healthcare discrimination reported by individuals with a history of gynecologic cancer in the All of Us research program,Gynecologic Oncology Reports,3;5;6;7;15,,false,true,,,3:Researcher Workbench|electronic health record|workbench; 5:cancer survivors|cervical cancer|ovarian cancer|colorectal cancer|endometrial cancer|oncology|malignancy|cancer|uterine cancer|colorectal|cancer screening|survivorship; 6:social determinants of health|gay|American Indian|racism|lesbian|African American|Latino|equity|bisexual|underrepresented|structural barriers|income|minority|race and ethnicity|discrimination|Hispanic; 7:Fitbit; 15:endometrial cancer|gynecologic|vaginal
1889,40200460,2025,Using Big Data to Uncover Drug-Gene Interaction in Patients with Prostate Cancer,Studies in Health Technology and Informatics,5;16,,false,true,,,5:prostate cancer|cancer; 16:CYP2D6|metabolizer|drug-gene
1890,40200434,2025,Predicting Prostate Cancer Diagnosis Using Machine Learning Analysis of Healthcare Utilization Patterns,Studies in Health Technology and Informatics,1;3;5,,false,true,,,1:triglyceride|creatinine; 3:AUC|F1 score|XGBoost|machine learning; 5:prostate cancer|PSA|cancer
1891,40197410,2025,Predicting Risk of Lung Cancer From Medical History,Quality Management in Health Care,3;5;6,,false,true,,,3:electronic health record|AUC|EHR|SNOMED; 5:lung cancer|cancer|metastasis; 6:social determinants of health
1893,40189781,2025,Association of genetic risk score for Alzheimer's disease with late-life body mass index in all of us: Evaluating reverse causation,Alzheimer's & Dementia : The Journal of the Alzheimer's Association,2;3;11,,false,true,,,2:Mendelian randomization|GWAS|genetic risk score|locus|SNP|genomic|whole genome sequencing|ancestry|genetic risk|association study|genetic ancestry|loci; 3:missing data|EHR|data quality; 11:Alzheimer|dementia|APOE|Alzheimer's
1894,40186349,2025,Area Deprivation and Clinical Biomarkers of Inflammation in Cancer Survivors of the National Institutes of Health All of Us Research Program,Cancer Medicine,1;3;4;5;6,,false,true,,,1:obesity|BMI|diabetes; 3:missing data|EHR|SNOMED|notebook; 4:smoking|stress; 5:cancer survivors|colorectal cancer|cancer|colorectal; 6:area deprivation index|social determinants of health|deprivation|education level|minorities|SDOH|underrepresented|income|poverty|neighborhood|minority|discrimination|Hispanic|housing|ADI
1895,40178947,2025,"Variation in PSA Levels by Age, Adiposity, Race and Ethnicity, and Genetic Risk: Implications for Prostate Cancer Screening","Cancer Epidemiology, Biomarkers & Prevention : A Publication of the American Association for Cancer Research, Cosponsored by the American Society of Preventive Oncology",2;5;6,,false,true,,,2:PRS|polygenic risk score|genetic risk|polygenic; 5:prostate cancer|PSA|cancer|cancer screening; 6:race and ethnicity
1896,40169705,2025,Effects of smoking behavior on lung metastasis in the All of Us Research Program,Scientific Reports,3;4;5;6,,false,true,,,3:Researcher Workbench|EHR data quality|cohort builder|electronic health record|workbench|EHR|data quality|SNOMED; 4:nicotine|smoking|e-cigarette; 5:liver cancer|prostate cancer|breast cancer|ovarian cancer|carcinoma|colorectal cancer|lung cancer|pancreatic cancer|cancer|metastasis|tumor|colorectal|metastatic; 6:access to care|income
1897,40167483,2025,Prediction of Breast Cancer Remission,Quality Management in Health Care,3;5;6,,false,true,,,3:random forest|EHR|data quality|machine learning|feature selection|model performance; 5:breast cancer|cancer; 6:social determinants of health|SDOH|socioeconomic|race and ethnicity|Hispanic
1899,40165908,2024,Association between Food Insecurity and Chronic Eye Disease in the National Institutes of Health's All of Us Research Program,Ophthalmology Science,1;3;6;18,,false,true,,,1:hypertension|obesity|diabetic|diabetes|cardiovascular disease|cardiovascular; 3:electronic health record|notebook; 6:social determinants of health|education level|SDOH|food insecurity|income|race and ethnicity; 18:glaucoma|macular degeneration|diabetic retinopathy|eye disease|retinopathy|vision|macular|eye care
1900,40163106,2025,Predicting Liver Cancer Risk Using Comprehensive Medical History,Quality Management in Health Care,5,,false,true,,,5:liver cancer|cancer
1901,40163093,2025,EHR-Based Risk Prediction for Kidney Cancer,Quality Management in Health Care,3;5,,false,true,,,3:risk prediction|EHR|SNOMED; 5:cancer|cancer screening
1902,40156101,2025,Ambient Solar Radiation Predicts Psoriasis Treatment Intensity,"Photodermatology, Photoimmunology & Photomedicine",1;3;6;9;12,,false,true,,,1:obesity|BMI; 3:Researcher Workbench|electronic health record|workbench; 6:deprivation|access to care|poverty|housing; 9:psoriatic arthritis|lupus|systemic lupus|Crohn's disease|rheumatoid arthritis|ulcerative colitis|Crohn|psoriasis; 12:dermatitis|atopic dermatitis|psoriasis
1903,40154961,2025,Germline prediction of immune checkpoint inhibitor discontinuation for immune-related adverse events,Journal for Immunotherapy of Cancer,2;5;9,,false,true,,,2:PRS|polygenic risk score|genomic|genome-wide|imputation|genetic risk|polygenic; 5:melanoma|lung cancer|oncology|cancer|immunotherapy|tumor|checkpoint inhibitor; 9:autoimmune disease|autoimmune
1904,40151467,2025,Sleep disorders as risk factors for calcific aortic stenosis,American Journal of Preventive Cardiology,1;3;13,,false,true,,,1:hypertension|aortic stenosis|obesity|HDL|cholesterol|valvular|dyslipidemia|LDL|aortic|BMI|diabetes|hyperglycemia|lipid|heart disease|kidney disease|cardiovascular disease|cardiovascular|hyperlipidemia; 3:electronic health record|ICD|validation cohort|EHR|machine learning; 13:narcolepsy|circadian|sleep apnea|hypersomnia
1905,40127945,2025,Food Insecurity Is Associated with Vitamin B12 Deficiency: The All of Us Database,Journal of the American Board of Family Medicine : JABFM,6,,false,true,,,6:social determinants of health|food insecurity|Latino|Hispanic
1906,40114383,2025,Bipolar Disorder Associated With Systemic Lupus Erythematosus: A Case-Control Study in the All of Us Research Program,International Journal of Rheumatic Diseases,4;9,,false,true,,,4:bipolar disorder|bipolar; 9:lupus|systemic lupus
1907,40077796,2025,Precision Medicine in Cardiovascular Disease Prevention: Clinical Validation of Multi-Ancestry Polygenic Risk Scores in a U.S. Cohort,Nutrients,1;2;3;6,,false,true,,,1:T2DM|hypertension|atrial fibrillation|type 2 diabetes|HDL|cholesterol|triglyceride|coronary|cardiometabolic|LDL|diabetes|CAD|atherosclerosis|lipid|heart disease|cardiovascular disease|cardiovascular|vascular disease|statin; 2:PRS|whole-genome sequencing|polygenic risk score|GWAS|multi-ancestry|WGS|genomics|SNP|genomic|whole genome sequencing|ancestry|genetic risk|admixture|genetic ancestry|loci|heritability|single nucleotide polymorphism|polygenic; 3:Researcher Workbench|ICD|risk prediction|workbench|EHR|model calibration|model performance; 6:Latino|underrepresented|Hispanic
1910,40041848,2024,"Racial/Ethnic Disparities Exist Among Patients Who Undergo Anterior Cruciate Ligament Reconstruction in Socioeconomic Status, Perception of Health Status and Literacy","Arthroscopy, Sports Medicine, and Rehabilitation",3;4;6,,false,true,,,3:Researcher Workbench|workbench; 4:pain|smoking|psychological|stress; 6:health disparities|social determinants of health|health literacy|African American|education level|Latino|equity|racial and ethnic|socioeconomic|disparities|income|Hispanic
1911,40002672,2025,Analysis and Visualization of Confounders and Treatment Pathways Leading to Amputation and Non-Amputation in Peripheral Artery Disease Patients Using Sankey Diagrams: Enhancing Explainability,Biomedicines,1;3;4;6;14,,false,true,,,1:hypertension|heart failure|obesity|diabetic|coronary|blood pressure|diabetes|CAD|hypertensive|atherosclerosis|lipid|kidney disease|CVD|cardiovascular|hyperlipidemia; 3:natural language processing|explainability|EHR|machine learning|NLP; 4:smoking|stress; 6:disparities|Black patients; 14:cerebrovascular
1913,39950131,2025,Predicting HIV Diagnosis Among Emerging Adults Using Electronic Health Records and Health Survey Data in All of Us Research Program,Proceedings. IEEE International Conference on Bioinformatics and Biomedicine,3;8,,false,true,,,3:AUC|machine learning; 8:HIV
1918,39812115,2025,"Depression and Anxiety Associated With Systemic Lupus Erythematosus: A Nested, Case-Control Study in the All of Us Database",International Journal of Rheumatic Diseases,4;9,,false,true,,,4:depression|anxiety; 9:lupus|systemic lupus
1920,39753770,2025,Blood DNA virome associates with autoimmune diseases and COVID-19,Nature Genetics,2;3;8;9;12;14;17,,false,true,,,2:whole-genome sequencing|GWAS|multi-ancestry|WGS|long-read sequencing|genomics|GWAS summary|genotype|locus|SNP|genomic|genome-wide association|HiFi|genome-wide|ancestry|association study|phasing|haplotype|association studies|long-read; 3:Researcher Workbench|clustering|workbench; 8:COVID-19|EBV|HHV|antibody|infection|viral load|virome; 9:multiple sclerosis|lupus|systemic lupus|autoimmune disease|rheumatoid arthritis|Hashimoto|MS|RA|Sjögren|SLE|autoimmune|scleroderma|psoriasis; 12:psoriasis; 14:multiple sclerosis|myelin; 17:informed consent|library
1923,39633571,2024,Clinical and Genomic Prediction of Coronary Artery Disease Subtypes,"Arteriosclerosis, Thrombosis, and Vascular Biology",1;2,,false,true,,,1:HDL|cholesterol|coronary|LDL|CAD|cardiovascular|myocardial infarction; 2:PRS|genomic|genome-wide|polygenic
1924,39364517,2024,Exploring the Association Between Hidradenitis Suppurativa and Hyperthyroidism,Cureus,1;3;6;12;17,,false,true,,,1:blood pressure|BMI; 3:cohort builder|electronic health record|workbench|EHR|SNOMED; 6:disparity|African American; 12:hidradenitis suppurativa; 17:informed consent|recruitment
1925,39363634,2024,Hip and waist circumference correlations with demographic factors and pain intensity in patients with chronic pain,Pain Management,4,,false,true,,,4:pain|chronic pain
1930,39207561,2024,Association between systemic sclerosis and atopic comorbidities: a case-control study of the All of Us database,Archives of Dermatological Research,,,false,true,,,
