record_id,pubmed_id,year,themes,focus_areas,n_focus_areas,is_orphan_pub,title
377,38674446,2024,1,FA1;FA8,2,0,Association between MCU Gene Polymorphisms with Obesity: Findings from the All of Us Research Program
378,38696234,2024,3;4;7;15,FA1;FA2;FA5,3,0,Harnessing Consumer Wearable Digital Biomarkers for Individualized Recognition of Postpartum Depression Using the All of Us Research Program Data Set: Cross-Sectional Study
381,35854430,2022,5;6,FA1;FA7;FA8,3,0,Prevalence of Primary Liver Cancer is Affected by Place of Birth in Hispanic People Residing in the United States: All of Us Research Program Report
382,31259020,2019,,,0,1,A Method for Integrating Healthcare Provider Organization and Research Sponsor Systems and Workflows to Support Large-Scale Studies
383,35511233,2022,3;6;8,FA1;FA7,2,0,Inclusion of social determinants of health improves sepsis readmission prediction models
384,35428700,2022,,,0,1,Condyloma acuminata in under-represented groups: an All of Us database analysis
387,38742457,2024,3,,0,1,To weight or not to weight? The effect of selection bias in 3 large electronic health record-linked biobanks and recommendations for practice
388,38734883,2024,,,0,1,Impact of pruritus on patient fatigue: a cross-sectional study
389,38744179,2024,2;4,FA1;FA5;FA8,3,0,"Distinguishing vulnerability and resilience to posttraumatic stress disorder evaluating traumatic experiences, genetic risk and electronic health records"
390,35641727,2022,6,FA7,1,0,Medication Affordability and Self-Advocacy Among Racial/Ethnic Minorities in a Nationwide Cohort
391,35481920,2022,6;12,FA1;FA7,2,0,Atopic Dermatitis in Underrepresented Groups: An All of Us Database Analysis
392,36334310,2022,1;2;14,FA1;FA8,2,0,Association of a Multiancestry Genome-Wide Blood Pressure Polygenic Risk Score With Adverse Cardiovascular Events
393,36841850,2023,3,,0,1,A fast privacy-preserving patient record linkage of time series data
394,37587338,2023,2,FA8,1,0,Nuclear genetic control of mtDNA copy number and heteroplasmy in humans
396,37169741,2023,3;9,FA1,1,0,A machine learning model identifies patients in need of autoimmune disease testing using electronic health records
397,38634417,2024,,,0,1,DPYD genotyping panels: Impact of population diversity
398,36741312,2023,2;5;17,FA1;FA4;FA7;FA8,4,0,Promoting patient engagement in cancer genomics research programs: An environmental scan
399,32065041,2020,5,FA1;FA8,2,0,"Perceived Risks, Benefits, and Interest in Participating in Environmental Health Studies That Share Personal Exposure Data: A U.S. Survey of Prospective Participants"
400,38787422,2024,6;12,FA1;FA7,2,0,Acne diagnosis patterns in underrepresented groups: an all of us database analysis
401,38783524,2024,12,FA1;FA7,2,0,The Association Between Atopic Dermatitis and Allergic Contact Dermatitis: A Cross-Sectional Analysis Using the All of Us Research Program
402,38775975,2024,1;12;14,FA1;FA7;FA8,3,0,Association of alopecia areata and ischemic heart disease and cerebrovascular in U.S. adults: an all of us database study
404,38807286,2024,12,FA1;FA7,2,0,Prevalence of lichen planopilaris and frontal fibrosing alopecia in the United States: an All of Us database analysis
405,38797745,2024,,,0,1,Association of pruritus and chronic cough: an all of us database study
411,38901799,2024,1;18,FA1;FA7;FA8,3,0,Long-Term Systemic Use of Calcium Channel Blockers and Incidence of Primary Open-Angle Glaucoma
412,38775812,2024,6;9;12,FA1;FA7,2,0,Barriers to care and health-related quality of life among US adults with several common chronic inflammatory skin diseases: a cross-sectional analysis of the NIH All of Us Research Program
413,38776916,2024,1;2;10,FA1;FA4;FA8,3,0,The common p.Ile291Val variant of ERLIN1 enhances TM6SF2 function and is associated with protection against MASLD
414,38796663,2024,4;9;12,FA1;FA5;FA7,3,0,Association between psoriasis and obsessive-compulsive disorder: a case-control study in the All of Us research program
415,38795192,2024,9;12,FA1;FA7,2,0,Rosacea and autoimmune disease: a case-control study in the all of us database
419,38878108,2024,12,FA1;FA7,2,0,Epidemiology of seborrheic dermatitis among adults in the United States: a cross-sectional analysis
420,38854242,2024,1;14,FA1;FA8,2,0,Cardiovascular Implications of Epilepsy: Unraveling the Elevated Risk of Mortality
421,38515211,2024,2;10,FA1;FA4;FA8,3,0,"Diversity of CFTR variants across ancestries characterized using 454,727 UK biobank whole exome sequences"
422,39078117,2024,2;4,FA1;FA5;FA8,3,0,Genomic Analysis Identifies Risk Factors in Restless Legs Syndrome
423,38937606,2024,2,FA8,1,0,A common flanking variant is associated with enhanced stability of the FGF14-SCA27B repeat locus
425,38795861,2024,1;2,FA1;FA8,2,0,Characterizing genetic profiles for high triglyceride levels in U.S. patients of African ancestry
426,38886587,2024,2;6,FA7;FA8,2,0,Calibrated prediction intervals for polygenic scores across diverse contexts
427,38894629,2024,3;4,FA1;FA5,2,0,On the utility of using the All of Us Research Program as a resource to study military service members and veterans
428,38934896,2024,3;4;6,FA1;FA5;FA7,3,0,Estimating substance use disparities across intersectional social positions using machine learning: An application of group-lasso interaction network
429,38920308,2024,3;7,,0,1,Association of Daily Step Count and Postoperative Complication among All of Us Research Participants
430,38917428,2024,3;6;17,FA4;FA7,2,0,Using patient portals for large-scale recruitment of individuals underrepresented in biomedical research: an evaluation of engagement patterns throughout the patient portal recruitment process at a single site within the All of Us Research Program
431,38917426,2024,3;17,FA4;FA7,2,0,All of whom? Limitations encountered using All of Us Researcher Workbench in a Primary Care residents secondary data analysis research training block
437,36775104,2023,1;3;9;12,FA1;FA7;FA8,3,0,Association between psoriasis and celiac disease: A cross-sectional study in the All of Us Research Program
438,36751318,2022,6;12;15,FA1;FA2;FA7,3,0,Tinea versicolour in underrepresented groups: An All of Us database analysis
439,34872990,2021,5;16,FA1;FA4;FA8,3,0,Pharmacogenomic testing and prescribing patterns for patients with cancer in a large national precision medicine cohort
441,27376949,2016,17,FA4;FA7,2,0,Consent Issues in Genetic Research: Views of Research Participants
442,37183953,2023,5;6,FA1;FA7;FA8,3,0,"Disparities in health-related quality of life among lesbian, gay, and bisexual cancer survivors"
443,37315799,2023,9;12,FA1;FA7,2,0,Association of atopic dermatitis with Graves' disease and Hashimoto's thyroiditis: A case-control study in the All of Us research program
450,37407606,2023,4;5;13,FA1;FA5;FA8,3,0,A comprehensive analysis of lung cancer highlighting epidemiological factors and psychiatric comorbidities from the All of Us Research Program
451,37466934,2023,6;12,FA1;FA7,2,0,"Incidence and Prevalence of Diagnosed Vitiligo According to Race and Ethnicity, Age, and Sex in the US"
455,37488318,2023,12;18,FA1;FA7,2,0,Association between uveitis and Lichen planus in the all of us research program
456,37485864,2023,6;11,FA1;FA3;FA7,3,0,Frailty Among Sexual and Gender Minority Older Adults: The All of Us Database
457,37514109,2023,6;16,FA4;FA7;FA8,3,0,"Race, Ethnicity, and Pharmacogenomic Variation in the United States and the United Kingdom"
459,37642640,2023,1;6,FA1;FA7;FA8,3,0,Examining health care access disparities in Hispanic populations with peripheral artery disease and diabetes
460,37671531,2023,6;18,FA1;FA7,2,0,Social and Health Care Utilization Factors Associated With Ophthalmic Visit Nonadherence in Glaucoma: An All of Us Study
461,37771713,2023,7;18,FA1;FA7,2,0,Availability of Physical Activity Tracking Data from Wearable Devices for Glaucoma Patients
467,37215923,2023,4;6;18,FA1;FA5;FA7,3,0,Epidemiology and factors associated with cannabis use among patients with glaucoma in the All of Us Research Program
468,37181330,2023,2;17,FA4;FA7;FA8,3,0,Cloud-based biomedical data storage and analysis for genomic research: Landscape analysis of data governance in emerging NIH-supported platforms
470,36223287,2022,18,FA1;FA7,2,0,Healthcare Access and Utilization Among Glaucoma Patients in a Nationwide Cohort
471,29733733,2018,17,FA4;FA7,2,0,Characteristics Of Likely Precision Medicine Initiative Participants Drawn From A Large Blood Donor Population
474,38008413,2023,1;12,FA1;FA7;FA8,3,0,Association between atopic dermatitis and hypertension and hyperlipidemia: A cross-sectional study in the All of Us Research Program
475,37422735,2023,1,FA1;FA8,2,0,Subtypes of Type 2 Diabetes and Incident Cardiovascular Disease Risk: UK Biobank and All of Us Cohorts
478,37150941,2023,3;16,FA4;FA8,2,0,Drug-Induced Liver Injury with Commonly Used Antibiotics in the All of Us Research Program
479,38008412,2023,9;12;13,FA1;FA7,2,0,Obstructive sleep apnea among patients with psoriasis: A case-control study in the All of Us Research Program
480,37024052,2023,6;12,FA1;FA7,2,0,Rosacea diagnosis and prescription patterns in underrepresented groups: An All of Us database analysis
482,37144784,2023,5;12,FA1;FA7;FA8,3,0,The association of cutaneous squamous cell carcinoma and basal cell carcinoma with solid organ transplantation: a cross-sectional study of the All Of Us Research Program
483,37301967,2023,3;4;6,FA1;FA5;FA7,3,0,Using machine learning to develop a clinical prediction model for SSRI-associated bleeding: a feasibility study
488,37268629,2023,1;2;6,FA1;FA7;FA8,3,0,Evaluating the use of blood pressure polygenic risk scores across race/ethnic background groups
492,37422017,2023,12,FA1;FA7,2,0,Prevalence and comorbidity burden of prurigo nodularis in United States adults enrolled in the All of Us research program
493,37418391,2023,3,,0,1,Learning important common data elements from shared study data: The All of Us program analysis
494,,2023,1;12,FA1;FA7;FA8,3,0,Cutaneous Fungal Infections Associated with Pediatric-Onset Diabetes: A Case-Control Study in the All of Us Research Program
495,37504701,2023,1;3;8;12,FA1;FA7;FA8,3,0,Risk Factors and Treatment Trends for Onychomycosis: A Case-Control Study of Onychomycosis Patients in the All of Us Research Program
497,37614566,2023,3;6;8,FA1;FA7,2,0,Computational phenotyping with the All of Us Research Program: identifying underrepresented people with HIV or at risk of HIV
498,37798822,2023,1;2,FA1;FA8,2,0,Genetic Inhibition of APOL1 Pore-Forming Function Prevents APOL1-Mediated Kidney Disease
500,37788923,2023,4;8,FA1;FA5,2,0,Using All of Us data to examine the mental health change during COVID-19 pandemic among people living with HIV: A longitudinal study protocol
502,37847601,2023,5;8;9;12,FA1;FA7;FA8,3,0,Association of autoimmune hepatitis with melanoma and nonmelanoma skin cancer: a case-control study using the All of Us Research Program
503,37814053,2023,2,FA8,1,0,Age-dependent topic modeling of comorbidities in UK Biobank identifies disease subtypes with differential genetic risk
504,37806529,2023,12,FA1;FA7,2,0,Prevalence of palmoplantar pustulosis in the United States using the All of Us Research database
505,37699866,2023,6;12,FA1;FA7,2,0,Pyoderma gangrenosum in underrepresented patient populations: An All of Us database analysis
506,37863200,2023,12,FA1;FA7,2,0,Associations between ichthyosis and mood disorders: A case-control study in the All of Us Research Program
509,39442069,2024,1;4;7;11;14,FA1;FA3;FA5;FA8,4,0,Life's Essential 8 and Poor Brain Health Outcomes in Middle-Aged Adults
510,39441983,2024,2;6;17,FA4;FA7;FA8,3,0,Equitable community-based participatory research engagement with communities of color drives All of Us Wisconsin genomic research priorities
511,39472690,2024,1;13,FA1;FA8,2,0,U.S. weight trends: a longitudinal analysis of an NIH-partnered dataset
523,39540435,2024,4,FA1;FA5,2,0,Hyponatremia Associated with the Use of Common Antidepressants in the All of Us Research Program
524,39520444,2024,1;2;10;14,FA1;FA4;FA8,3,0,Cardiovascular Risk Factors and Genetic Risk in Transthyretin V142I Carriers
525,39519425,2024,6;17,FA4;FA7,2,0,Community-Engaged Approaches for Improving the Inclusion of Diverse Communities in a Nutrition Clinical Trial
529,39445291,2024,5;6,FA1;FA7;FA8,3,0,FBXW7 as a Factor of the African American and White Breast Cancer Racial Disparity
530,39401251,2024,6,FA7,1,0,Health disparities in the risk of severe acidosis: real-world evidence from the All of Us cohort
531,,2024,1;4;7;8,FA1;FA5;FA8,3,0,Examining the longitudinal effect of depressive symptoms on physical activity in persons with type 2 diabetes during the COVID-19 pandemic
532,37456268,2023,17,FA4;FA7,2,0,Building research capacity at FQHCs: A model of support from the All of Us Research Program
533,39523203,2024,3;5;6,FA1;FA7;FA8,3,0,Disparities in cervical cancer screening rates and electronic health record completeness among All of Us Research Program participants
534,39558002,2024,2;3;4;7,FA1;FA5;FA8,3,0,Integrating genome-wide information and wearable device data to explore the link of anxiety and antidepressants with pulse rate variability
535,39549270,2024,1;2,FA1;FA8,2,0,Evaluating Performance and Agreement of Coronary Heart Disease Polygenic Risk Scores
536,39547326,2024,1;9,FA1;FA8,2,0,Nonsteroidal immune-modulating therapies and reduced risk of adverse cardiovascular events in dermatomyositis and polymyositis: A cohort study in the All of Us research program
537,39585167,2024,1;3;4;16,FA1;FA4;FA5;FA8,4,0,Discovering Severe Adverse Reactions From Pharmacokinetic Drug-Drug Interactions Through Literature Analysis and Electronic Health Record Verification
