record_id,pubmed_id,year,title,themes,ic_admin_original,ic_admin_reattributed,cofunding_ics_original,fractional_attribution
2893,41390778,2025,Multi-task learning identifies shared genetic risk for late-onset epilepsy and alzheimer's disease,2;11;14,,,,NINDS(0.400);NHGRI(0.333);NIA(0.267)
2894,41396877,2025,Predicting Incident Type 2 Diabetes Using Wearable Activity and Polygenic Risk: A Survival-Modeling Study in All of Us,1;2;7,,,,NHGRI(0.333);NHLBI(0.300);NIBIB(0.167);NIDDK(0.150);NIMH(0.050)
2895,41396460,2025,"Socioeconomic disparities in patient-reported outcomes, health literacy, and access to care among patients with primary brain tumors: findings from the All of Us Research Program",6;17,,,,NIMHD(0.500);NIH-Wide(0.350);NHGRI(0.150)
2897,41394310,2025,Association of Accelerometer Measured Physical Activity with Presence of Diabetic Retinopathy,1;7;18,,,,NEI(0.333);NHLBI(0.300);NIBIB(0.167);NIDDK(0.150);NIMH(0.050)
2898,41392110,2025,Housing-related stress and substance use in the United States: a cross-sectional analysis of All of Us Research Program data,4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
2899,41391338,2025,Racial and ethnic differences in rates of reduction mammoplasty among women with macromastia: An analysis of the All of Us Research Program,4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
2900,41404363,2025,Sex differences in pain in 2 large and diverse US databases,4,,,,NIMH(0.700);NIDA(0.200);NIAAA(0.100)
2902,41403271,2025,Investigating the polygenic relationship between heavy cannabis use and schizophrenia in the All of Us Research Program,2;4,,,,NHGRI(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
2903,41402679,2025,National mental health burden in adults with spinal deformity: a propensity-matched analysis using the All of Us Research Program,4,,,,NIMH(0.700);NIDA(0.200);NIAAA(0.100)
2904,41402223,2025,Pathogenic CFTR variants as cancer risk modifiers: Findings from the all of us cohort,5;10,,,,NCI(0.500);NCATS(0.250);NHGRI(0.250)
2905,41417486,2025,"Gender, Sexual Orientation, and Intersectionality in Oral Health Care",6,,,,NIMHD(1.000)
2907,41420475,2025,"Relationship between social determinants of health, health-related quality of life, health perceptions, and physical activity during pregnancy",6;7;15,,,,NIMHD(0.333);NICHD(0.333);NIBIB(0.167);NHLBI(0.067);NIDDK(0.050);NIMH(0.050)
2930,41442977,2025,Comparing random forest and elastic net models to predict substance use disorder transitions in participants with cannabis and stimulant use: Evidence from the All of Us cohort,3;4;6;7,,,,NLM(0.250);NIMHD(0.250);NIMH(0.212);NIBIB(0.125);NIDA(0.050);NHLBI(0.050);NIDDK(0.037);NIAAA(0.025)
2931,41450499,2025,Socioeconomic status and risk of COVID-19 hospitalization in the I(content=['All of Us']) Research Program,1;6;8;13,,,,NHLBI(0.425);NIMHD(0.250);NIAID(0.250);NIDDK(0.075)
2992,41424261,2025,Identifying Risk Factors for Sialolithiasis,,,,,
2996,41429566,2025,Association of neurodevelopmental conditions with Alzheimer's disease and related dementias and Parkinson's disease,11,,,,NIA(0.800);NINDS(0.200)
2998,41458015,2025,Increased risk of smoking and pain in individuals with intermittent explosive disorder in the All of Us dataset,4,,,,NIMH(0.700);NIDA(0.200);NIAAA(0.100)
3000,41473009,2025,Erectile dysfunction and cardiovascular-kidney-metabolic syndrome: Insights from the all of us research program,1,,,,NHLBI(0.700);NIDDK(0.300)
3001,41437550,2025,Association of Everyday Discrimination With Drug Use During the COVID-19 Pandemic in the All of Us Research Program,5;6;8,,,,NCI(0.333);NIMHD(0.333);NIAID(0.333)
3002,41475545,2025,Cardiovascular Risk and Eye Health: A Prospective Cohort Study of the Pooled Cohort Equations and Ocular Disease Incidence,1;3;18,,,,NLM(0.333);NEI(0.333);NHLBI(0.233);NIDDK(0.100)
3004,41435840,2025,Low population penetrance of variants associated with inherited retinal degenerations,2;10;18,,,,NHGRI(0.500);NEI(0.333);NCATS(0.167)
3008,41458993,2025,Racial and ethnic disparities in statin adherence: insights from the All of Us Research Program,1;4;6,,,,NIMHD(0.333);NHLBI(0.233);NIMH(0.233);NIDDK(0.100);NIDA(0.067);NIAAA(0.033)
3009,40991630,2025,Differential results of genetic risk scoring for multiple sclerosis in European and African American populations,2;3;6;9;14,,,,NHGRI(0.200);NLM(0.200);NIMHD(0.200);NINDS(0.200);NIAID(0.100);NIAMS(0.100)
3010,40971882,2025,Genetic Variants Related to TGF-β Signaling Pathway Modulate Risk of Meniscus Injury: A Multiancestry Genome-wide Association Study,2,,,,NHGRI(1.000)
3011,41100108,2025,Pathogenic Germline Variants in Cancer Susceptibility Genes,5,,,,NCI(1.000)
3057,41094136,2025,Population-specific polygenic risk scores for people of Han Chinese ancestry,2,,,,NHGRI(1.000)
3058,41266648,2025,Scalable and accurate rare variant meta-analysis with Meta-SAIGE,2,,,,NHGRI(1.000)
3059,41252200,2025,Clonal hematopoiesis activates pro-calcific pathways in macrophages and promotes aortic valve stenosis,1;2,,,,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
3060,41249843,2025,African-ancestry-specific variant IKKβ p.Glu502Lys confers high lupus risk,2;9,,,,NHGRI(0.500);NIAID(0.250);NIAMS(0.250)
3061,41398582,2025,Alcohol consumption and risk of cancer: a Mendelian randomization analysis of four biobanks and consortium data,2;5;10;15,,,,NHGRI(0.375);NCI(0.250);NICHD(0.250);NCATS(0.125)
3062,41419685,2025,Multitrait analyses identify genetic variants associated with aortic valve function and aortic stenosis risk,1;2,,,,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
3064,41491383,2026,Rates of Diagnosis and Treatment for Alcohol Use Disorder Among All of Us Participants with Unhealthy Alcohol Use,4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
3065,41501457,2026,"Insights into DNA repeat expansions among 900,000 biobank participants",2,,,,NHGRI(1.000)
3067,41491094,2026,MultiSuSiE improves multi-ancestry fine-mapping in All of Us whole-genome sequencing data,2,,,,NHGRI(1.000)
3068,41490221,2026,"Technology Access, Digital Literacy, and Enrollment Support Preferences in a Federally Qualified Health Center: Cross-Sectional Study",6,,,,NIMHD(1.000)
3069,41528460,2026,Measuring the accuracy of electronic health record-based phenotyping in the All of Us Research Program to optimize statistical power for genetic association testing,2;3,,,,NHGRI(0.500);NLM(0.500)
3070,41516962,2025,The Moderating Effect of Social Support on the Association Between Healthcare Discrimination and Quality of Life in Persons with Type 2 Diabetes,1;4;6,,,,NIMHD(0.333);NHLBI(0.233);NIMH(0.233);NIDDK(0.100);NIDA(0.067);NIAAA(0.033)
3071,41518215,2026,"Genetic Risk Scores, Perceived Neighborhood Disorder, and Sleep Duration",2;6;7,,,,NHGRI(0.333);NIMHD(0.333);NIBIB(0.167);NHLBI(0.067);NIDDK(0.050);NIMH(0.050)
3072,41527323,2026,Alcohol use-specific treatment initiation among patients undergoing surgical procedures: A retrospective cohort analysis,4,,,,NIMH(0.700);NIDA(0.200);NIAAA(0.100)
3073,41532026,2025,Association between diabetic retinopathy and neurodegenerative diseases in the All of Us research program,1;9;11;14;18,,,,NINDS(0.240);NEI(0.200);NIA(0.160);NHLBI(0.140);NIAID(0.100);NIAMS(0.100);NIDDK(0.060)
3074,41543982,2026,"Inflammatory Bowel Disease is Associated with Pericarditis: A Cross-Sectional Study in an NIH-Sponsored, Nationwide Database",9,,,,NIAID(0.500);NIAMS(0.500)
3075,41524576,2026,Barrett's esophagus-associated genetic loci in African Americans: a case-control study using the All of Us Research Program,2,,,,NHGRI(1.000)
3076,41533225,2026,The association between loneliness and quality of life in cancer survivors: All of Us research program,4;5,,,,NCI(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
3077,41536210,2026,Assessing the generalizability of prevalence estimates from the all of us research program,1;4;11,,,,NIA(0.267);NHLBI(0.233);NIMH(0.233);NIDDK(0.100);NIDA(0.067);NINDS(0.067);NIAAA(0.033)
3078,41545798,2026,"Depression, anxiety, and post-traumatic stress disorder in association with cardiovascular disease among patients with systemic lupus erythematosus and rheumatoid arthritis in the All of Us Research Program",1;4;9,,,,NHLBI(0.233);NIMH(0.233);NIAID(0.167);NIAMS(0.167);NIDDK(0.100);NIDA(0.067);NIAAA(0.033)
3079,41547287,2026,"Dysphagia in heart failure: Demographics, nutritional status, and patient-reported outcomes",1;4;6;14;17,,,,NIMHD(0.200);NINDS(0.200);NHLBI(0.140);NIMH(0.140);NIH-Wide(0.140);NIDDK(0.060);NHGRI(0.060);NIDA(0.040);NIAAA(0.020)
3080,41553968,2026,Health Literacy and Awareness of Family Health History in the All of Us Research Program,6,,,,NIMHD(1.000)
3081,41535454,2026,Association of chronic disease risk and physical activity measured by wearable devices in the All of Us program,1;4;7;13,,,,NHLBI(0.475);NIMH(0.212);NIBIB(0.125);NIDDK(0.112);NIDA(0.050);NIAAA(0.025)
3083,41555208,2026,Dysphonia Is Associated With Anxiety and Depression in the All of Us Research Program,3;4;18,,,,NLM(0.333);NEI(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
3084,41168175,2025,Discovery of obesity genes through cross-ancestry analysis,1;2,,,,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
3085,41629326,2026,A common 19 bp APOE enhancer deletion is protective against Alzheimer's disease in African Americans,2;11,,,,NHGRI(0.500);NIA(0.400);NINDS(0.100)
3086,41629957,2026,"Returning value to communities from the All of Us Research Program through the lens of social determinants of health and ethical, legal, and social implications",6,,,,NIMHD(1.000)
3087,41629984,2026,Evaluating the impact of family history and polygenic risk scores on cardiometabolic disease risk,1;2,,,,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
3088,41621582,2026,"Perceived Discrimination, Communication, and Healthcare Utilization following Gastrointestinal Surgery: A Moderated Mediation Analysis",6,,,,NIMHD(1.000)
3089,41605611,2026,"Associations between obesity, metabolic syndrome and glaucoma in the National Institutes of Health 'All of Us' research programme",1;18,,,,NEI(0.500);NHLBI(0.350);NIDDK(0.150)
3092,41606327,2026,Population-scale sequencing resolves determinants of persistent EBV DNA,2;8,,,,NHGRI(0.500);NIAID(0.500)
3097,41579622,2026,Social determinants of health and health-related quality of life among cancer survivors: Analyses of the all of us and NHANES cohorts,4;5;6,,,,NCI(0.333);NIMHD(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
3098,41577700,2026,Improving polygenic score prediction for underrepresented groups through transfer learning,2;6,,,,NHGRI(0.500);NIMHD(0.500)
3099,41578927,2026,"The Mediating Role of Frailty in Healthcare Utilization Among Sexual and Gender Minorities: A Comparison of Generalist, Specialist, and Mental Health Visits",4;6;11,,,,NIMHD(0.333);NIA(0.267);NIMH(0.233);NIDA(0.067);NINDS(0.067);NIAAA(0.033)
3100,41579292,2026,Social determinants disadvantage score and liver health in the All of Us Research Program,1;5;6;8,,,,NCI(0.250);NIMHD(0.250);NIAID(0.250);NHLBI(0.175);NIDDK(0.075)
3101,41570792,2026,Associations Between Objective Sleep Characteristics From Wearable Physiologic Monitors and Incident Atrial Fibrillation,1;7,,,,NHLBI(0.450);NIBIB(0.250);NIDDK(0.225);NIMH(0.075)
3102,41572266,2026,Assessing the comorbidity between asthma and depression through polygenic risk scoring and time-to-event models,2;4;13,,,,NHGRI(0.333);NHLBI(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
3103,41572452,2026,Using large biobanks for psychiatric genomic research: Consistency of clinical and genetic aspects of recorded depression across US states in the All of Us Research Program,2;3;4,,,,NHGRI(0.333);NLM(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
3104,41574431,2026,Associations between loneliness severity and depression and suicidal ideation among older adults during the COVID-19 pandemic,4;8;11,,,,NIAID(0.333);NIA(0.267);NIMH(0.233);NIDA(0.067);NINDS(0.067);NIAAA(0.033)
3105,41576060,2026,Investigation into EHR data coverage in the All of Us Research Program via linkage to health insurance claims,3,,,,NLM(1.000)
3106,41565855,2026,Multi-trait and multi-ancestry genetic analysis of comorbid lung diseases and traits improves genetic discovery and polygenic risk prediction,2;3;5;13,,,,NHGRI(0.250);NLM(0.250);NCI(0.250);NHLBI(0.250)
3107,41569831,2026,"Perceived Neighborhood Environment and Objectively Assessed, Habitual Physical Activity Among US Adults: An All of Us Research Program Study",6;7,,,,NIMHD(0.500);NIBIB(0.250);NHLBI(0.100);NIDDK(0.075);NIMH(0.075)
3108,41564024,2026,Disability and Health Care Interactions in Patients with Celiac Disease in the United States: An Analysis of All of Us Cohort,2;6;9,,,,NHGRI(0.333);NIMHD(0.333);NIAID(0.167);NIAMS(0.167)
3109,41564375,2026,Prevalence and Clinical Characteristics of Germline Epidermal Growth Factor Receptor Mutations in the Southeastern Unites States,5,,,,NCI(1.000)
3111,41661118,2026,Genomic Insights Into Inflammatory Bowel Disease in United States Hispanic Participants: An Ancestry-Focused Study,2;6;9;16,,,,NHGRI(0.300);NIMHD(0.250);NIGMS(0.150);NIAID(0.125);NIAMS(0.125);NHLBI(0.025);NCI(0.025)
3113,41433114,2025,Health outcomes after national acute sleep deprivation events among the American public,1;2;6;7;13,,,,NHLBI(0.380);NHGRI(0.200);NIMHD(0.200);NIBIB(0.100);NIDDK(0.090);NIMH(0.030)
3114,41650938,2026,Validation and context-dependent effects of a prostate cancer polygenic risk score in the All of Us Research Program,2;5;6,,,,NHGRI(0.333);NCI(0.333);NIMHD(0.333)
3115,41651857,2026,"Whole-genome sequencing analysis of anthropometric traits in 672,976 individuals reveals convergence between rare and common genetic associations",2,,,,NHGRI(1.000)
3127,41649283,2026,Racial/Ethnic Disparities in Perception of Health Status and Literacy in Adult Patients With Chiari Malformation Type I: Insights From the All of Us Research Program,4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
3128,41649396,2026,Moderate to Vigorous Physical Activity and Chronic Rhinosinusitis Risk: A Longitudinal Fitbit Study,3;7;18,,,,NLM(0.333);NEI(0.333);NIBIB(0.167);NHLBI(0.067);NIDDK(0.050);NIMH(0.050)
3129,41637091,2026,Postoperative Sleep Dynamics Across Surgical Risk Using Wearable Device Technology,4;7,,,,NIMH(0.425);NIBIB(0.250);NIDA(0.100);NHLBI(0.100);NIDDK(0.075);NIAAA(0.050)
3130,41637774,2026,Unique contributions of heart failure and chronic pain on physical function and quality of life in older adults,1;4;11,,,,NIA(0.267);NHLBI(0.233);NIMH(0.233);NIDDK(0.100);NIDA(0.067);NINDS(0.067);NIAAA(0.033)
3131,41681869,2026,Barriers to Care Among LGBT Cancer Survivors: An Analysis of the All of Us Research Program,4;5;6,,,,NCI(0.333);NIMHD(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
3132,41678708,2026,Associations of unmet dental care needs due to cost with incident cardiovascular disease and dementia: a prospective study in the All of Us cohort,1;6;11;14,,,,NINDS(0.300);NIMHD(0.250);NIA(0.200);NHLBI(0.175);NIDDK(0.075)
3133,41675975,2025,Rare Variants in Antisense Long Noncoding RNA-Protein-Coding Gene Overlap Regions Contribute to Obsessive-Compulsive Disorder,2;4,,,,NHGRI(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
3135,41689228,2026,Effects of communication disorder status on risk for eleven common health conditions in the All of Us Research Program in the USA: a cross-sectional study,1;4;6;13,,,,NHLBI(0.425);NIMHD(0.250);NIMH(0.175);NIDDK(0.075);NIDA(0.050);NIAAA(0.025)
3136,41673527,2026,Depression Risk in Type 1 Versus Type 2 Diabetes: Cross-Sectional Analysis of Body Mass Index (BMI) in a Nationally Diverse Cohort,1;4,,,,NHLBI(0.350);NIMH(0.350);NIDDK(0.150);NIDA(0.100);NIAAA(0.050)
3137,41697979,2025,Hypertensive Disorders of Pregnancy and Premature Cardiovascular Disease in a Diverse Cohort of Young US Women,1;6;14;15,,,,NIMHD(0.250);NINDS(0.250);NICHD(0.250);NHLBI(0.175);NIDDK(0.075)
3138,41696962,2026,Conductive Hearing Loss Pathologies are Associated With Dementia in the All of Us Research Program,3;11;18,,,,NLM(0.333);NEI(0.333);NIA(0.267);NINDS(0.067)
3139,41707036,2026,A Framework to Quantify Disparities in Pharmacogenomic Treatment Concordance and Drug Response Outcomes,6;16,,,,NIMHD(0.500);NIGMS(0.300);NHGRI(0.100);NHLBI(0.050);NCI(0.050)
3140,41708630,2026,Mitochondrial heteroplasmy is a risk factor for the development of chronic lymphocytic leukemia,1;5,,,,NCI(0.500);NHLBI(0.350);NIDDK(0.150)
3141,41708529,2026,Genome-wide association of pica within a cohort of volunteer blood donors potentially implicates the gene encoding neuropeptide VF,2,,,,NHGRI(1.000)
3142,41717497,2026,Association Between Self-Reported Smoking Behaviour and Fuchs Endothelial Corneal Dystrophy: A Cross-Sectional Analysis,4,,,,NIMH(0.700);NIDA(0.200);NIAAA(0.100)
3148,41726399,2025,Cross Biobank Comparison of Phenomic Profiles,1;2;6;13,,,,NHLBI(0.425);NHGRI(0.250);NIMHD(0.250);NIDDK(0.075)
3150,41706057,2026,Cardiomyopathy Gene Variants and Polygenic Risk Scores in Atrial Fibrillation: Evidence for an Atrial-First Phenotype,1;2,,,,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
3152,41704839,2026,"National Patterns of Biomarker Testing in Colorectal, Lung, and Prostate Cancers: Insights From the NIH I(content=['All of Us']) Research Program",3;5;6,,,,NLM(0.333);NCI(0.333);NIMHD(0.333)
3154,41712304,2026,Multi-trait polygenic scores for COPD and COPD exacerbations implicate druggable proteins,2;6;13,,,,NHGRI(0.333);NIMHD(0.333);NHLBI(0.333)
3155,41714741,2026,Host control of persistent Epstein-Barr virus infection,1;2;8;9;14,,,,NIAID(0.300);NHGRI(0.200);NINDS(0.200);NHLBI(0.140);NIAMS(0.100);NIDDK(0.060)
3156,41713510,2026,Social Determinants of Health Associated with Orbital and Facial Fractures in the United States using NIH All of Us Research Program,3;4;6,,,,NLM(0.333);NIMHD(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
3157,41720101,2026,Health care utilization and self-reported health status among US cancer survivors by rurality and area deprivation,4;5;6,,,,NCI(0.333);NIMHD(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
3161,41740020,2026,Role of emotional social support in COVID-19 booster uptake among drug use disorder communities,8,,,,NIAID(1.000)
3162,41745876,2026,Sociodemographic Drivers of Delays in Seeking Medical Care in the All of Us Cohort,4,,,,NIMH(0.700);NIDA(0.200);NIAAA(0.100)
3164,41741949,2026,Trends in Use of Obesity Medications and Metabolic and Bariatric Surgery Among All of Us Participants From 2003 to 2023,1,,,,NHLBI(0.700);NIDDK(0.300)
3165,41758668,2026,Scalable and accurate rare-variant association tests for whole genome sequencing time-to-event analysis in large biobanks,2;11,,,,NHGRI(0.500);NIA(0.400);NINDS(0.100)
3166,41618303,2026,A multilevel analysis of LGBT-relevant laws and sexual and gender minority mental health: evidence for the protective role of inclusive policies,4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
3167,41746260,2026,Inflammatory Bowel Disease-induced Inflammation Augments Clonal Hematopoiesis of Indeterminate Potential through Ref-1,1;2;9,,,,NHGRI(0.333);NHLBI(0.233);NIAID(0.167);NIAMS(0.167);NIDDK(0.100)
3170,41758174,2026,"Integrating Polygenic Scores with Clinical, Lifestyle, and Social Risk Factors to Improve Heart Failure Risk Prediction",1;2;3,,,,NHGRI(0.333);NLM(0.333);NHLBI(0.233);NIDDK(0.100)
3171,41755704,2026,Matching heterogeneous cohorts by projected principal components reveals two novel Alzheimer's disease-associated genes in the Hispanic population,2;6;11,,,,NHGRI(0.333);NIMHD(0.333);NIA(0.267);NINDS(0.067)
3173,41761698,2026,Association of genetic risk and physical activity with incident type 2 diabetes,1;2;7,,,,NHGRI(0.333);NHLBI(0.300);NIBIB(0.167);NIDDK(0.150);NIMH(0.050)
3174,41759260,2026,Step counts over time with the burden of 105 non-communicable diseases in older adults from the All of Us Research Program,1;7;11,,,,NHLBI(0.300);NIA(0.267);NIBIB(0.167);NIDDK(0.150);NINDS(0.067);NIMH(0.050)
3175,41767546,2026,"Oropharyngeal Dysphagia in Parkinson's Disease: An Analysis of Prevalence, Swallow Therapy Utilization, and Complication Rates",3;11,,,,NLM(0.500);NIA(0.400);NINDS(0.100)
3176,41775977,2026,Post-traumatic stress disorder and social determinants of health among individuals with cancer: association with healthcare utilization and outcomes in the All of Us Research Program,4;5;6,,,,NCI(0.333);NIMHD(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
3177,41775701,2026,Higher lithium exposure in groundwater is associated with reduced stroke incidence and mortality,1;14,,,,NINDS(0.500);NHLBI(0.350);NIDDK(0.150)
3178,41779414,2026,Management and Consequences of Genotype-Positive Familial Hypercholesterolemia,1;2;10;14,,,,NHGRI(0.375);NINDS(0.250);NHLBI(0.175);NCATS(0.125);NIDDK(0.075)
3179,41779392,2026,"Loneliness, Anxiety Symptoms, Depressive Symptoms, and Suicidal Ideation in the All of Us Dataset",4,,,,NIMH(0.700);NIDA(0.200);NIAAA(0.100)
3180,41795035,2026,Development and validation of a trans-ancestry polygenic risk score for type 1 diabetes,1;2;6,,,,NHGRI(0.333);NIMHD(0.333);NHLBI(0.233);NIDDK(0.100)
3181,41794081,2026,Scalable discovery and validation of order-specific electronic health record event trajectories for interpretable adverse-outcome risk estimation,3,,,,NLM(1.000)
3182,41776519,2026,Application of intersectionality framework and area-level indicators in machine learning analysis of depression disparities in all of us research program data,3;4;6,,,,NLM(0.333);NIMHD(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
3183,41801273,2026,Electronic Health Record-Linked Biobank Expansion Reveals Global Health Inequities,3;8,,,,NLM(0.500);NIAID(0.500)
3184,41800596,2026,Leveraging pleiotropy to improve genetic risk prediction across diseases,1;2;3,,,,NHGRI(0.333);NLM(0.333);NHLBI(0.233);NIDDK(0.100)
3186,41811315,2026,Precision Diagnosis in APOL1 Kidney Disease With the p.N264K M1 Protective Variant,1;2,,,,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
3187,41810985,2026,Barriers to Health Care Access and Use among Racial and Ethnic Minorities with Renal Cell Carcinoma,1;5;6,,,,NCI(0.333);NIMHD(0.333);NHLBI(0.233);NIDDK(0.100)
3188,41804899,2026,Defining Spiritual Wellbeing in Survivors of Stroke: A Convergent Parallel Mixed Methods Study,1;4;14,,,,NINDS(0.333);NHLBI(0.233);NIMH(0.233);NIDDK(0.100);NIDA(0.067);NIAAA(0.033)
3189,41810111,2026,Metabolic Risk Factors and Clinical Presentations of Metabolic Dysfunction-associated Steatotic Liver Disease Using Data from the I(content=['All of Us']) Research Program,1;5;13,,,,NHLBI(0.567);NCI(0.333);NIDDK(0.100)
3190,41822200,2026,Assessing data quality of rheumatoid and psoriatic arthritis patients in the All of Us Research Program,3;9,,,,NLM(0.500);NIAID(0.250);NIAMS(0.250)
3191,41809919,2025,Atopic Comorbidities Associated With Chronic Spontaneous Urticaria: A Case-Control Analysis of the All of Us Research Program,6;9;12;13;18,,,,NIAMS(0.240);NIMHD(0.200);NHLBI(0.200);NEI(0.200);NIAID(0.100);NCI(0.060)
3192,41819535,2026,Ozone and risk of chronic obstructive pulmonary disease in the united states: demographic insights from the all of us research program,13,,,,NHLBI(1.000)
3193,41807852,2026,Time to Treatment Discontinuation and Cost Effectiveness of Third-Line Therapies in Advanced Colorectal Cancer: Real-World Evidence from the NIH All of Us Research Program,5,,,,NCI(1.000)
3194,41790796,2026,Social determinants of healthy aging: An investigation using the all of us cohort,3;6;11,,,,NLM(0.333);NIMHD(0.333);NIA(0.267);NINDS(0.067)
3195,41791678,2026,Fuchs' Endothelial Corneal Dystrophy and Cardiometabolic Comorbidities,1,,,,NHLBI(0.700);NIDDK(0.300)
3196,41791445,2026,Wearable-derived REM sleep as a modifiable risk factor for cardiovascular disease: A multimodal prediction model in the All of Us Research Program,1;3;7,,,,NLM(0.333);NHLBI(0.300);NIBIB(0.167);NIDDK(0.150);NIMH(0.050)
3197,41832425,2026,Beyond the bowel: novel comorbidity patterns in inflammatory bowel disease from the all of us research program,9,,,,NIAID(0.500);NIAMS(0.500)
3283,41833853,2026,Sociodemographic Patterns and Associations between Perceived Healthcare Discrimination and Pain Severity in the All of Us Research Program,4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
3284,41833577,2026,Shared genetic architecture between sleep traits and cardiometabolic diseases,1;2;11;13,,,,NHLBI(0.425);NHGRI(0.250);NIA(0.200);NIDDK(0.075);NINDS(0.050)
3285,41833242,2026,Multiple sclerosis in the All of Us Research Program: Prevalence and associated demographic and geographic characteristics,9;14,,,,NINDS(0.500);NIAID(0.250);NIAMS(0.250)
3300,41603044,2026,Genetic Architecture of N-Terminal Pro-B-Type Natriuretic Peptide in a Multiancestry Study Population,1;2;14,,,,NHGRI(0.333);NINDS(0.333);NHLBI(0.233);NIDDK(0.100)
3301,41595560,2025,Association Between Sleep Apnea and Dry Eye Disease in the All-of-Us Program,1;13;18,,,,NHLBI(0.567);NEI(0.333);NIDDK(0.100)
3302,41592945,2026,"Amblyopia and adult health: a comprehensive analysis of long-term systemic, sensory and mental health comorbidities in a national cohort",1;3;4;7,,,,NLM(0.250);NHLBI(0.225);NIMH(0.212);NIBIB(0.125);NIDDK(0.112);NIDA(0.050);NIAAA(0.025)
3303,41589083,2026,Alzheimer's Disease and Related Dementia Among Black Adults Stratified by Nativity,11,,,,NIA(0.800);NINDS(0.200)
3304,41592831,2026,Development and validation of a two-stage machine learning model for personalised type 2 diabetes screening in the All of Us Research Program and UK Biobank,1;2;3,,,,NHGRI(0.333);NLM(0.333);NHLBI(0.233);NIDDK(0.100)
3305,41592539,2026,Genome-wide Association Study Identifies I(content=['IL1RL1']) and I(content=['KIAA1217']) Associated With Asthma-Chronic Obstructive Pulmonary Disease Overlap in the All of Us Research Program,2;6;13,,,,NHGRI(0.333);NIMHD(0.333);NHLBI(0.333)
3306,41610956,2026,Global Prevalence of Hereditary Hemorrhagic Telangiectasia-Associated Variants Estimated by Analysis of Large-Scale Genomic Databases,2;10,,,,NHGRI(0.750);NCATS(0.250)
3307,41695449,2026,Increased Risk of Sensorineural Hearing Loss in Patients with Vitiligo: A Nested Case-Control Study,12;18,,,,NEI(0.500);NIAMS(0.350);NCI(0.150)
3308,41591833,2026,Concomitant COX-1 and COX-2 suppression is not sufficient to induce enteropathy associated with chronic NSAID use,4,,,,NIMH(0.700);NIDA(0.200);NIAAA(0.100)
3309,41841662,2026,Associations Between Social Determinants of Health and Treatment of Exudative Age-Related Macular Degeneration: A Retrospective Cohort Analysis,4;6;18,,,,NIMHD(0.333);NEI(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
3310,41839809,2026,Heart rate phase is an indicator of chronotype-relevant circadian shifts associated with human disease: an All of Us Research Program analysis,1;2;7;13;15,,,,NHLBI(0.380);NHGRI(0.200);NICHD(0.200);NIBIB(0.100);NIDDK(0.090);NIMH(0.030)
3311,41849727,2026,Type 1 Diabetes and Incident Dementia: An Analysis in the All of Us Cohort,1;3;6;11,,,,NLM(0.250);NIMHD(0.250);NIA(0.200);NHLBI(0.175);NIDDK(0.075);NINDS(0.050)
3312,41847932,2026,"Association of Clonal Hematopoiesis with Incident, Late-Onset, Seropositive Rheumatoid Arthritis",1;2;3;9,,,,NHGRI(0.250);NLM(0.250);NHLBI(0.175);NIAID(0.125);NIAMS(0.125);NIDDK(0.075)
3313,41847743,2026,Association of GLP-1 Receptor Agonists With Hepatic Decompensation in the All of Us Research Program,1;6,,,,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
3314,41846520,2026,Target Trial Emulation to Assess Oral Drug Safety,,,,,
3315,41844886,2026,Multi-ancestry genome-wide association study in all of Us for primary open-angle glaucoma,2;18,,,,NHGRI(0.500);NEI(0.500)
